"Usernames","Reviewer_Date","Reviewer_Content","Rating"
"SnoopyStyle","19 September 2014","Sheriff Ed Tom Bell (Tommy Lee Jones) laments the bygone peaceful times of his father and grandfather. Anton Chigurh (Javier Bardem) is a weird killer with a compressed air pistol. Llewelyn Moss (Josh Brolin) comes across a drug deal gone wrong in the desert. The bad guys killed each other leaving the drugs behind. Llewelyn recovers a suitcase full of cash. He doesn't even tell his wife Carla Jean Moss (Kelly Macdonald) at first. He returns to the desert that night, and is shot by the criminals. They have his car and he expects them to come after him. He sends his wife away while he tries to hide the $2 million. Chigurh is brought in to track down the money and promptly kills the drug criminals who hired him. Sheriff Bell and deputy Wendell (Garret Dillahunt) investigates. The cartel hires Carson Wells (Woody Harrelson) to stop Chigurh and get back the money.Javier Bardem creates a memorable villain. The Coen brothers have brilliant eyes for such uniqueness. They are also great movie makers. Their movies are always well put together. Every scene is something interesting. And the actors are in great hands with such well-drawn compelling characters. The brothers have done it again.","
            10/10
            "
"Rumplestilts","24 February 2008","If you don't like violence, steer clear of this film.As I watched this film I was reminded of some of the Stephen King novels I've read; kill off the characters until there aren't enough to sustain the story and then find a cheesy way out.But that gives too much credit to this film. Upon reflection, it appears as if someone lost the screenplay during filming and they began just ""winging"" it until they arrived at the last scene when TL Jones has his epiphany about the dream of his father. *cut* *print* Okay, everyone; time to go home.I guess I'm an old-fashioned kind of film-buff who like a story that makes sense beyond the first hour or so of the film.I'm giving the film a 3 (out of 10) simply because it provided an interesting waste of time for a good part of the evening. Maybe it's a ""3"" because of what could have been; otherwise I would have rated it lower.","
            1/10
            "
"Chris Knipp","7 October 2007","Cormac McCarthy's characteristically dry, laconic, and sometimes hilarious dialogue brightens the scenes of this superb and chilling thriller the Coen brothers have ably transferred to the screen with excellent help from Javier Bardem, Tommy Lee Tones, Josh Brolin, Woody Harrelson, Kelly Macdonald, and others, including a salty second layer of minor characters who look like they sprang straight out of the sandy soil of West Texas.McCarthy, unmistakably one of America's greatest living writers of fiction, lives vividly in this, the Coens' first literary adaptation. Some of his best novels, notably Blood Meridian (called by Yale critic Harold Bloom one of the 20th century's greatest novels), are so apocalyptic, so embedded in their glorious poetic prose, as to be virtually unfilmable. All the Pretty Horses, from his Border Trilogy, has been filmed with some success (Matt Damon works in his role; Penelope Cruz doesn't). No Country for Old Men is late McCarthy. Post-apocalyptic, maybe. Jones's disenchanted, aging sheriff says, ""When you don't hear sir and ma'am any more pretty much everything else goes."" Llewelyn Moss (Brolin), a fairly innocent but opportunistic man, is deer hunting (he's not a good shot; he can't catch one out of a whole herd of them) when he finds a sprawl of wrecked vehicles and corpses, including Mexicans and a dog. There's a truckload of heroin in plastic packages and a briefcase containing two million plus in $100 bills. Moss takes the money and hightails it in his truck.Naturally there are people who want the money back. Not nice people.The man they hire to go after it is called Anton Chigurh. Expertly played by Javier Bardem, he's a villain--but with a clear-cut morality all his own--who's invincible and probably unforgettable. Chigurh is like the Grim Reaper: he can decide your fate with the flip of a coin; he reflects the biblical side of Cormac McCarthy, but in a terrible modern corruption. The crooks also hire another hit man, Carson Wells (Woody Harrelson)--a mistake, because Chigurh resents the duplication. He is the last word, the anti-Christ. No man may come after him.Out in these open spaces of West Texas--El Paso, the Mexican border--where Cormac McCarthy's innocent, pure-hearted cowboys used to roam in earlier decades, things have changed beyond recognition. This is 1977. It's a decade and a half since Vietnam. Lots of drugs and lots of money floating around; you don't hear sir and ma'am any more.The story turns into a chase, Chgurh after Llewelyn Moss, the sheriff coming after them. And then Carson Wells, bright-eyed, bushy-tailed, and doomed, pops in to follow.People have been talking about Bardem's pageboy haircut. Yes, it's creepy. Bardem makes Chigurh both threatening and inscrutable. It seems he'd as soon kill you as look at you. He has a long rifle with a silencer and a high-pressure cattle-killer device with a tank that looks like something a person with emphysema would carry around. It kills instantly with a pop in the head. He also uses it to shoot out door locks.The film is more tense and suspenseful in the first half or so than in the grimly determined finale (all true to the book, if with a few details cut). By that time a lot of people have been killed and some wounded. This has some elements of the Coen's 'Fargo' and 'Blood Simple' (the latter introduced in an earlier NYFF) and thus with their most powerful work. But 'No Country' is an economical and faithful literary adaptation. Some Coen movies have been thin and frivolous lately. This is emphatically not, sure and riveting from the first few shots. Richard Deakins' photography, making much appropriate use of wide-angle lenses, is superb. Their distinguished source seems to have kept the Coens honest and serious (except for the dry humor built into McCarthy's talk). Unquestionably this will wind up being one of the best American films of the year. It's tight and vivid and suspenseful. It's great stuff. The images sing and stun. There's no distracting music, only the beauty and terror of real sounds.Present for the NYFF press screening Q&A (moderator Lisa Schwartzbaum): Brolin, Jones, Macdonald, Bardem, and the brothers Coen, Ethan and Joel.","
            10/10
            "
"billreynolds","6 December 2007",". . . by the most overrated filmmakers ever.""No Country for Old Men"" shares with other wildly overrated movies, like ""Pulp Fiction"" or ""Collateral,"" a ludicrous setting in which criminals engage in wild shootouts and murder sprees lasting for days and days without any noticeable effort on the part of law enforcement to put a stop to it. NCFOM takes place in an alternate universe where an insane madman can travel across Texas murdering several people a day without the slightest hint of the FBI, DEA, U.S. Marshals, Texas Rangers, or any other authorities lifting a finger to stop him. The only cop who seems to be on his trail is an aging small town sheriff played by Tommy Lee Jones who doesn't actually try to catch him but just passing amiably through life making philosophical reflections on evil.This movie has no interesting or sympathetic characters. Our supposed ""hero"" only gets in trouble because he commits an unbelievably stupid and selfish act -- stealing $2 million in cash from a drug deal gone wrong in which several people have already been murdered. Does he think no one will come after him? Then he compounds his idiocy by returning to the scene of the crime. Why should we care what happens to him after this beginning? He has what appears to be a very nice, likable girlfriend, whose life (along with his own) he endangers -- for what? Some blood/drug money that if the drug dealers don't kill him for taking, the cops will bust him for spending. Stupid. Besides which, the character has no backstory, no interesting qualities. He is a cipher.The character of ""Chigurh,"" over which all the critics are having such orgasms, might as well be an extraterrestrial, he bears so little relationship to actual human life. He appears to be in his late thirties -- killing people at a rate of two or three a day, as he does in this film, he must have murdered close to 10,000 in his adult life, without ever being apprehended. This man is almost on a par with Stalin, Hitler, Mao, and Pol Pot, except instead of killing people en masse as they did (using subordinates, secret police, and soldiers to do the dirty work), he appears to do every killing himself, many of them with some kind of oxygen tank (how clever, and how convenient it must be to lug around an oxygen tank to kill people with instead of, say, a handgun). And there is no FBI team on his tail, no worldwide manhunt to catch the biggest serial killer of all time. It's funny how many ""professional assassins"" there are in movies like this (and ""Pulp Fiction"" and ""Collateral"") and how few there seem to be in real life.The plot of this movie is so unbelievably trite, clichéd, and hackneyed that it is simply boring. Of course, a trite story can still make a great movie if it is well done. But the Coen brothers are far above actually putting in the effort to make their story work effectively on a nuts and bolts level. For instance, why bother to show the ultimate confrontation between the hero and villain? Why would the audience care about that? On some level, the Coen brothers must be laughing at all the sycophantic critics falling all over themselves to heap orgasmic praise on this joke of a movie. This film, and its ecstatic critical reception, represents the ultimate elevation of style over substance -- the appearance of meaning over actual meaning, quirkiness and moodiness for its own sake rather than in the service of a genuinely engaging story and characters.","
            8/10
            "
"Smells_Like_Cheese","17 December 2007","No Country for Old Men is the movie that has everyone talking; this morning, I was reading how this is going to be the Oscar winning movie, I just had to find out where it was playing. I just saw this with my friend this afternoon and I was blown away. It's a little odd because this did not seem like a typical movie that I would love, but the performances were absolutely flawless and the writing was brilliant. My friend just kept saying how horrible it was, but I don't think some people are going to understand how great this movie really is or need to see it again to understand it. I was never really a fan of the Coen Brothers and their work, but the reason why I loved this movie is due to the fact that it points out the violence in the world and how far people will go to get money or drugs. No Country for Old Men is blunt and shows the ultimate evil of the world, but also the good as well.Llewelyn Moss is a cowboy who has just encountered quite a find, he stumbles across the desert to find several dead bodies and a truck load of heroin. When he walks a little farther, he finds another dead body, but there's something in a suit case that's a little bit more of what he could use, 2 million dollars! He's got everything in the clear, but he remembers one of the bodies that survived and needed water, so he goes back to help him out, big mistake. Now the serial killer who owned that money and drug load is after him. This serial killer, Anton Chigurh, is possibly the most cold blooded murderer and will not stop until he has his money and Llewelyn is dead. But also Sheriff Ed Tom Bell is trying to find Anton and find Llewelyn before it gets more deadly.No Country for Old Men is the most brilliantly written movie of the year. Javier Bardem, who plays Anton, will hopefully get an Oscar nomination for his performance. Javier pulled such a chilling performance, he was terrific and so frightening, I never really took a look at his talent until No Country for Old Men. Josh Brolin, it's truly amazing how far this man has come, from The Goonies to a gut-wrenching performance, he's great. Tommy Lee Jones also held his own very well and made the sheriff the most likable character and was the light in this dark movie. No Country for Old Men is a great movie, believe me, it's worth the watch, just take some time after the movie to think about it and what you have just seen, because for the first time, I can say that the Coen Brothers are really amazing.10/10","
            2/10
            "
"classicsoncall","28 November 2007","Sometimes I'll work an overnight graveyard shift (like last night), and then stay up the next day making it about twenty hours straight without sleep. I'll usually catch a second wind around two o'clock in the afternoon, so figured that would be perfect to see this film with a 2:20 start time. Now I know I was fully awake for the entire movie, but when it ended, I had to question myself as to what I'd missed. With this movie's shooting star flight path to #23 on the IMDb as I write this, I thought for sure that something must have eluded me or gone completely over my head. And then I heard the comment from another theater viewer as the screen went dark - ""Is it over?"" At least I had company.But here's the thing. I can't really disagree with a lot of the reviewers on this board gushing the praises of this picture. The performances were riveting, the tension was unnerving, and there were scenes that come out of nowhere to knock you clear out of your seat. The character of Anton Chigurh is so unrelentingly evil that he comes off like an Earth based version of the Terminator. However when all is said and done, the randomness of the final act that brings the story to a close (other than Tommy Lee Jones' dream narration), leaves the fate of Chigurh entirely unresolved. OK, so maybe real life is like that sometimes, but something MUST have happened to Chigurh after he walked away with the bone sticking out of his arm. But in this case, it's just not interesting to consider the possible alternate endings when the REAL film doesn't even give you just one.It's too bad too, because I'm a Coen Brothers fan from ""Fargo"", ""The Big Lebowski"", ""O Brother Where Art Thou"", and the brilliant ""Miller's Crossing"". They've shown themselves to be competent writers and story tellers and each of their films grab you and they don't let go until the end. This one let's you go, and you wind up saying 'I'm not ready yet'. For what it's worth, I like to think that Llewelyn's wife won the coin toss.","
            8/10
            "
"marymorrissey","10 February 2008","in what small town would a deputy or officer turn his back on some mass murderer just because he's got handcuffs on and has been instructed to sit his ass on a bench? In coenbrothersville USA, where people are beneath contempt. I mean the coens didn't invent stupid ass characters that only serve to move along the plot at some tricky juncture. it would have been better not to even bother with the whole opening section of jolly Javier being arrested out in the sticks, Er, desert, with beacoup de shots of the desert before that. oh but then how would the film have reached the running time of 122 minutes one asks. exactly.when will all these sheep writers and directors move beyond the silence of the lambs thing with the now completely stock character of the darkly charismatic psychopathic killer. the coen bros put a new spin on it: this one has bad hair. he has ""principles"" which are really aesthetic principles. I am so weary of ""stylish"" killers. also the whole Friday the 13th sorta thing, I mean it's not that exaggerated here but nonetheless the boogie man seems to be indestructible. less through some supernatural prowess than by his safety in relying on the stupidity of the rest of the little lambs, Er, people, in the film. there might have been at least one other character in the movie with some common sense. Even watching Fargo you get the sense that the spirit of the film doesn't want to admit the existence of a person like the Frances macdormand character. Why did the tommy lee bones guy have to be such a dimwit. I can understand the misanthropic point of view but it makes for an unsatisfying movie. Better to have someone like Frances then kill her off than to just give us this portrait of the world as cat and mouse where it's only possible to respect the cat. TIRESOME CRAP","
            1/10
            "
"planktonrules","18 October 2008","NO COUNTRY FOR OLD MEN is a very good movie, however, like FARGO, it received tons of attention from the Oscars even though I don't think either rank among the Coen Brothers' best films. I know this sounds very radical, but I have seen all of their films and don't think either film is as good or creative as OH BROTHER WHERE ART THOU? or THE HUDSUCKER PROXY or RAISING ARIZONA or THE MAN WHO WASN'T THERE. Now OH BROTHER did at least some attention from the Oscars, but not nearly as much as the first two mentioned--even though OH BROTHER is amazing and a very easy film to see multiple times.As far as acting goes, it was very good all the way around. Josh Brolin was just fine, Javier Bardem was even scarier than the Biker of the Apocalypse in RAISING ARIZONA and Tommy Lee Jones really came off best of the three in a very subdued but likable role.NO COUNTRY FOR OLD MEN is not a comedy, so people expecting laughs will sure be in for a surprise when they see this film. Instead, it's a very bloody, tense and occasionally difficult to watch suspense film that pays off in most every way except for a very unsatisfying ending. Even though I dislike violent films, I must admit that NO COUNTRY sure handled it amazingly well and kept my attention. It certainly was directed exceptionally well. I just hope its success doesn't encourage the Coen's to abandon comedy--which, I think, is much more their forte.Well, considering this film has 50000002 reviews so far, I think I'll stop here. Suffice to say it's a very good film but certainly NOT a film to let your kids see due to its very, very graphic violence.","
            10/10
            "
"MovieFanGuyy","14 February 2008","The Coen Brothers, one of America's most talented directors, with a string of terrific films behind them have changed Cormac McCarthy's controversial novel into the front runner at this year's Oscar ceremonies.Unforuantely, as in year's past, this film, is going to purely divide moviegoers. Critics and Academy members are going to reward the Coen brothers for their adaptation of McCarthy's novel. Moviegoers, on the other hand, seem to have a divided opinion of this film.I saw this film with a completely divided audience. The storyline, concerns a drug deal gone badly in the Texas outback. A retired welder and Vietnam veteran, played by Josh Brolin comes across a case full of thousands of dollars in the pick up truck of a Mexican drug dealer. Unforuantely he doesn't realize the case has a homing device, which hired killer, Anton Chigurh, played to complete chilling effect, by Javier Bardem who easily steals the movie from the rest of the cast, uses to track him down.Chigurh, has deadly ways of killing off those who stand in his way, including a contraption used to kill off livestock, which he uses to blow open door locks and people's heads off with ease. Chigurh, pursues Llewelyn Moss, played by Brolin and his wife, who he sent off to Odessa, in hopes of outrunning the cunning Chigurh, with only local sheriff, Bell, (Tommy Lee Jones) who has a chance of protecting them.I won't give much more details except to say that this film felt like half a movie, the two main characters' and their stories felt completely unfinished, and that was the key problem with McCarthy's novel. I am a huge fan of the Coen Brothers and their films, Fargo, one of the best films of the 1990s, The Big Lebowski, one of the funniest films I have ever seen, and a film that I watch on a regular basis, heck, I even enjoyed The Hucksucker Proxy, but, like last year, with the overrated, Martin Scorsese film The Departed, I think that critics and academy members are looking to reward the Coen Brother's work, rather than their film. I'm not going to say it's overrated, just that the ending felt completely unfinished. The film doesn't state what happens to either Chigurh, or Moss. The audience and many people who I have spoken with felt the film was completely unfinished, and felt like half a movie. I agree with them. Unfortunately, I think the academy will reward the Coen brothers for this film, rather than they did with their far superior Fargo in 1996 which covered similar territory as No Country For Old Men.","
            9/10
            "
"blanche-2","16 December 2013","Joel and Ethan Coen know how to tell a story -- sometimes its meaning is obscure, sometimes it's in your face, but it's always fascinating.In the obscure category is ""No Country for Old Men,"" from 2007, starring Tommy Lee Jones, Javier Bardem, Josh Brolin, Woody Harrelson, and Barry Corbin.What I'm going to write next will mystify many. In a funny way, this film reminded me of Psycho. Here's why - in Psycho, we're led to believe that it's a story about a woman who steals money from her employer. Then she stops at the Bates Motel, and the story changes.Same deal here. This starts off as a story of a man who steals money he finds at a drug deal gone wrong, and we believe we're watching him trying to escape the man chasing him. Turns out the movie isn't really about that.In Texas in 1980, Llewelyn Moss (Josh Brolin) discovers the scene of a drug deal gone terribly wrong - the ground is peppered with dead bodies. Also laying around unattended is 2 million dollars, which Moss takes.As a result, a man named Anton Chigurh (Javier Bardem) is after him. Chigurh kills just about anybody who crosses his path. Moss is on the run, and Chigurh is close behind every step of the way.The sheriff, Tom Bell (Tommy Lee Jones), has become discouraged by the evil in the world and his helplessness in the face of it. Nevertheless, he tries to beat Chigurh to Moss, all the while realizing the job has just about burned him out. It is, in fact, no country for old men.The film is symbolic of evil in human form (Chigurh) coming up against a decent man (Moss) and how it brings about his ruin. Moss' ego and arrogance make him think he can overcome Chigurh's pure evil. His innate goodness compels him to return with water for the one dying drug dealer at the scene, putting Chigurh on his trail when he finds his truck. Temptation, as in the Garden of Eden, can lead to ruin.All the men involved in the story -- Chigurh, Moss, Bell, and an old man whom Bell visits, Ellis - are all fatalists. Moral weakness allows the gods to wreak havoc. Llewellyn brings his fate on himself, and the fate can't be stopped. And so much that happens seems to happen by chance, as the result of a coin toss -- for someone like Bell, looking for meaning, there is no meaning to be found.The Coen Brothers take the western genre and turn it on its boots - we don't witness some of the deaths, and we don't witness the classic good versus evil fight. With Sheriff Bell's retirement, it seems that we are to conclude that evil wins. But the Coen Brothers leave us with hope, as long as we don't depend on mankind for it. Like Bell's dream about his father going ahead and starting a fire for him, the hope is outside of ourselves and our world. As we've seen in court cases, there is no getting of justice in this world. At the end of his dream, Bell says, ""I woke up,"" as we all must.A remarkable film by remarkable filmmakers, demanding multiple viewings.","
            1/10
            "
"McGrit","11 January 2008","You can believe all the negative things being said about this movie. What's remarkable is that it's such a bad experience that it turns out to be the ultimate pallet cleanser. What I mean, all other movies you see after having to endure this awful film will seem less bad by comparison. I realized this while walking out of the ""Aliens Vs Predator: Requiem"" showing. It's a terrible movie in its own right but I found myself saying, ""At least it wasn't as awful as NCFOM."" That's not a joke or an over-exaggeration in any way. Walking out of NCFOM, you feel cheated, disappointed and even a bit angry. How is any film going to make you feel worse then that? I wasn't expecting anything coherent from AVP and that's what I got. Judging by the ratings here and a few critics that I read, I was expecting at least a decent film from NCFOM. For those that think this movie offers a deep theme or a hidden, complex agenda, you need to grow up.The movie offers poor dialogue from the first scene on out. It's clichéd, needlessly cruel and the story itself is a trite disaster. The film exists only to jar the viewer and to attempt to be edgy and different. It offers nothing substantial, even in it's veiled attempts at allegory and a thematic message. It agitates the viewer at every level by callously killing any character they even half develop. What was the point of Woody's character? Why have the killer survive with no ramifications? Killing a main character (and his innocent wife) away from the camera is as poor as it gets. Let's not even discuss the ending, there are enough people that have mentioned that irritating lack of conclusion. I could go on but why bother? I'm not even going to remember the specifics of this film for very long. All I'll remember is the general unpleasant flavor it left and I'll remember that not many movies will leave such a poor taste. I'm not bitter. I'm grateful that going to the movies now has a bottom to the barrel in which to judge future films.I want to thank the creators of this film. It single handedly sets up better experiences for the rest of the year because nothing could possibly be worse then this movie.","
            6/10
            "
"judealexharnett","16 November 2023","Really interesting portrayal of a western. It was really well directed with brilliant cinematography and well developed characters. Javier bardem is such a cold villian. Top 10 on screen villians of all time and it was delivered really well. Every time he's on screen it's bone chilling. The symbolism throughout this movie showing how there is no justice in this world, simply just men and their fates. The coin toss scene was really cool of showing it. Although one thing In this movie that everyone seems to love that I wasn't the biggest fan of was the ending. It was good and I get what it was insinuating but I still didn't really like the character we were following for the whole movie getting off screened. 9.5/10.","
            9/10
            "
"Jacques98","2 September 2008","Let me start out by giving the number one flaw of this film. It gives boring movies a whole new definition. In reviews, I've said the phrase: ""Nothing happens in this movie, and I was so bored I fell asleep"" a lot of times, but this time I mean it literally. The only people with the attention span for this movie are either old people or people who have no more liveliness than old people. If there is a more boring movie ever made, I've yet to see it. And I've seen a lot of boring movies. It sacrifices entertainment value for moral, and as far as moral goes . . .The other huge flaw is the fact that it also gives pretentious a new meaning. It's easy to see the people who made this movie expected it to be praised for accomplishing nothing, a lot like something a little boy does before puberty. And if there is anything to criticize this film on other than the boring factor it's the fact at how ridiculously immature it is. The directors think it is something so deep and intellectual, but in reality it is simply one of the most basic and clichéd ""meanings"" or ""morals"" a film could have: people grow old and die. That's it. That's the huge physiological moral this film thinks it's so intelligent for making. Really, guys, can you name how many times you've heard that one? In case you're having a hard time remembering, I've heard it in everything from Disney movies like Pocahontas to pre-teen movies like Holes to teen movies like movies for everyone like Star Wars to action movies like Death Sentence . . . (four hundred movies later) . . . and you'd think people would realize how cliché that ""moral"" is. We get it. We die. Can't the directors think of anything, anything at all that is a little more original to bank on? But even worse than the fact it banks on such a cliché, the movie expects to be praised for it. It expects to put you in deep thought. It's no different than that 12-year-old boy thinking he can write a book on every bit of philosophy he knows and floor you with how genius he is.Okay, the other big thing the critics are raving about is the cinematography. Let me say this: it's okay. It's run of the mill. It's decent. It may be a tad above average, but you've seen better. Off the top of my head I can think of several movies with better cinematography that the critics hated, like Wolf Creek, for example. The acting, on the same hand, is pretty average. It was solid. It worked. But it is nothing to get all excited about! Javier Bardem, for example, did okay as your typical cliché 2-demnsional bad guy, but he certainly didn't deserve an Oscar. I can name several scenes where he looked incredibly corny. So, as you can see, where this movie doesn't go bad it just goes typical.As far as the plot goes . . . well, that's about as far as it goes. It's a plot. It's the basic plot they taught you back in middle school: guy wants something very badly, bad guy tries to stop him, and then in the end there is a confrontation. That's it. And I'm not simplifying itthat is literally the plot.Overall, the movie is just as typical as the critic-hated Disturbia. But here is something I've come to learn about the critics: they like things safe. They like plots that have been done more frequently than a slutty girl in high school with big boobs. They like typical, safe ideas and cliché morals that they've heard since they were kids. Anything that breaks that mold they trash because it's ""punk"" and ""punk"" is bad. As long as it's old, safe, and familiar it's good. If it's new, fresh, or original it's bad.I'm so glad I have more intelligence than critics like that. Hopefully you do too.0/10","
            9/10
            "
"hunterwhales83","11 December 2007","This was a movie I was initially going to avoid because I had seen the trailers so many times and was less than thrilled. However, after hearing a great review from one of my best film friends, who's opinion I respect highly, I thought what the hell I'll give this a shot.I'll admit I really enjoyed the the first half of the film up until the confrontation between Anton and Llewelyn where they first set eyes on each other. I loved the fact that no music is used, and I love that we know so little about the main characters as we go into the film, yet the acting and dialouge is done so well, although dialouge is sparce in this first half, that the characters all seem like very real people. Some of the tension in this first half is almost unbearable (in a good way). When we are at the second hotel and the tracking device starts going off and Anton walks right by the room as we hear the beeping. My god, I could barely sit still. And then the way the rest of this scene plays out as Llewelyn runs to the passing car, and the driver get's shot in the throat. Wonderful.However, after this confrontation, what happened to the tension? I was no longer gripped to my seat as we go and clear up subplots with Woody's character, that I could care less about. Does this tension compare to that of our protagonist's? Not even close. Yet you think that all this is building up to a final confrontation between Llewelyn and Anton, especially when the two talk on the phone. But no, this never comes. The next time we see Llewelyn, he is dead on a hotel floor. Along with his death goes the energy that kept this film rolling. I'm not saying that seeing this confrontation between Llewelyn and Anton is necessary, but there still needs to be away to keep the conflict rising, which the Coen brothers I guess forgot to do here.Instead we're left with a confrontation between Llewelyn's wife and Anton and some old food for thought from Tommy Lee Jones. Yeah, I liked the confrontation between Llewelyn's wife and Anton. But was it as good as the confrontation between her husband and Anton. Nope. I feel the Coen brothers were trying to emphasize the point of there story in this second half. Having to do with both fate and pure evil. Anton embodies both these things seeming to be a soulless monster who is on a mission that he has no control of. I've heard many praise his character saying that this is a great character study of a person who embodies pure evil. Well I have seen plenty of horror films where this character is represented as well, only Anton talks and gives a voice to this evil. And it's almost as if we know what he is going to say, that is exactly what any character of pure evil would say. And after all this we're left with Tommy Lee Jones little speech at the end. I had almost completely checked out at this point. Not because I wanted to (I guess it was fate) but because THE MOVIE no longer gripped me. I only caught bits and pieces of Lee's speech once again talking about fate, and then I was happy to leave the theatre.Sure this movie has themes of how money can make you cold and dead to life, fate, and pure evil. But is this done in a new refreshing way. No. Does it stir my mind in a different way. Nope.I have seen most of the Coen Brothers film, and I'm left disappointed almost every time. I think they are two of the most overrated directors that are alive today. I'm not saying they make bad movies, because they don't. It's only that I feel too many of their movies are heralded as genius when they are only in the category of good. This happens to be another one of them in the good.","
            1/10
            "
"Eric-Douglas-Statzer","3 November 2017","Rural Texas can be hard on anyone, even a rugged and tough Sheriff with a lifetime of exposure to it. No Country for Old Men exemplifies the grit of deep Texas and there's nothing better than a good chase. Tommy Lee Jones as Sheriff Ed Tom Bell balances his dangerous chase for a monster assassin with the equally dangerous chase for a good ole' cowboy that comes down hard on the bad side of some very bad people.Josh Brolin as Llewelyn Moss finds himself in a dangerous dilemma when he brushes up against a bloodbath of a drug deal gone terribly bad and a satchel with 2 million dollars inside. The man looking for that money is a dispassionate and inexpressive villain, Anton Chigurh played by Javier Bardem. The rest ensues as a thrilling triple narrative, from a determined man with 2 million dollars on the run, only hoping to escape the mess that he stumbled upon, an old man sheriff facing an evil like none he's ever seen, and a psychopathic killer, an unstoppable evil with no remorse and a extraordinary determination to find what is his.With its blood-soaked scenes, grimy West Texas setting and haunting terror filled moments between characters, No Country for Old Men is both riveting and beautiful. The dialogue is flawlessly delivered and the performances are award worthy. With almost no music in the entire film you're left immersed and focused on how the Coens utilize sounds and silence to score the film. From wind gusts and boot steps on wood floors and concrete, to deafening silence within the dialogue, it's a score that's frightening and precise.-Eric Statzer","
            10/10
            "
"god-omelet","22 November 2022","This film is nearly perfect. Even now, 15y years later it still holds up and seems timeless. The dialog can be a tiny bit cute, with Sheriff Ed Tom dropping one-liners a mile a minute in his droll, deadpan way, but they are all great one-liners you will find yourself quoting to your friends. Anyway it's very funny and dark at the same time which is a tough balancing act that the Cohens perfected in this film.I should say that the cinematography is beautiful also. People talk about the amazing acting but the barren landscape of Texas doesn't seem to get much mention despite the ""Country"" featuring in the title itself plays a starring role in the film from the first scene.","
            1/10
            "
"vitaleralphlouis","23 November 2007","Anyone --- except the pseudo-intellectual elite --- who expects a quality movie based on the All Time Best Movie #45 rating on this site is in for a sad disappointment, and a waste of 2 hours.The Coen Brothers have been generating smug and self-loathing film noir wannabees for the past 25 years. Each time the loonies crawl out of the woodwork to level instant praise on whatever turkey the Brothers have roasted. In most cases, as here, more observant eyes will see only a pair of psychopaths who enjoy serial murders, creating new ways to kill and new (stupid) motivations for it. At least movie-making keeps these two would-be killers preoccupied.This time around, their imaginary multi-killer walks around with an oxygen tank-thing with a hose, using it like an air-gun he blows people's brains out, one after the other, for little or no reason. Supposedly interested in a suitcase full of $100 bills, he really prefers killing people -- like PacMan likes eating them. It reminds me of Richard Pryor's sick joke about killing people ""because they were home."" Tommy Lee Jones has starred in about 40 better pictures, and my only insight as to the multiple 10 ratings is that pseudo-intellectualism feeds on itself and can serve as a substitute for forming one's own opinion. Make no mistake, this movie has no saving grace.","
            9/10
            "
"vailsy","9 November 2007","there will be plenty of other reviews here on the story, acting etc etc but maybe less on the sound in the movie so i'll focus on that here..the Coen brothers are well known for paying close attention to detail in their soundtracks. i've always found in the past though that they have a tendency to go over the top with this, and the sound can become a little pretentious not so here. they don't try to do anything outlandish with the soundtrack but tremendous detail is placed on the effects and atmos in particular. just about everything sounds wonderful from the dropping of a bag, the uncurling of a wrapper to more 'interesting' sounds like the ricochet of a bullet from a metal bridge and of course the fantastic signature sound of our bad guy.. the nail/air gun. some wonderful atmos in the air duct for example, and even on the polished metal of a blown out door lock. subtle and excellent use of the surrounds is made, and i especially liked how they used this with some of the dialogue overall i was really impressed. and as you'll likely hear elsewhere, the rest of the film was great too!","
            5/10
            "
"Killa42","1 January 2008","No spoilers here Until the last half hour this looked like possibly one of the greatest films ever made. Then, the storm came and washed that idea away for me. I understood the symbolism of evil and all. But, for a movie that tried to be realistic, it failed to do so. For one thing it had some under qualified rambling sheriff played by Jones chasing the antagonist he barley tried, gave up fast, and mostly sipped on coffee. The psycho killed several along his journey and yet no one contacted the FBI which is protocol for escaped serial killers.We get it Coen's; old people don't get it and neither should you... bleh!The antagonist/ protagonist was chasing this hunter that found a bunch of money next to some dead bodies. They never explain how he knows about the money in the first place or (aside for one instance), how he finds people so easily but yet he just magically does. Next, Woody enters the movie for apparently no reason and while doing a great job at it he had a totally pointless role. You'll probably join the herds of others that liked this because that's what people do these days, they accept crap and smile at it as though it's gold. This doesn't come close to copper! P.S. I didn't like Fargo either","
            5/10
            "
