"Usernames","Reviewer_Date","Reviewer_Content","Rating"
"Vartiainen","29 December 2013","The movie opens to a frozen wasteland of Antarctica, as we spot the lonely figure of a dog fleeing from its pursuers. It's a bleak, unforgiving setting and a perfect opener to this movie. The Thing, based on John W. Campbell Jr.'s novella Who Goes There? is one of the finest horror movies ever made. In a way it reminds me a lot of Alien, another masterpiece of horror. They both have an isolated setting where no help will be forthcoming, they both feature an attack by an unknown alien entity and they both have unbelievably good special effects, the sheer brutality, goriness and impossibility of which are the stuff of nightmares.The Thing adds the fact that its alien is capable of assuming other shapes, and the movie evolves to a tense hide and seek game and as the pressure rises, the group of scientists and researchers starts to crack. It's an intense experience with long scenes of unbearable atmosphere followed by short bursts of soul-chilling terror facilitated by the special effects of one Rob Bottin, a master of his craft.It's a well-told story, ending on a perfect note that isn't too uplifting, but neither is it a complete downer. Easily one of the best endings to a horror film I've ever seen and the rest of the story is told equally as well. Perhaps my only nitpick is that some of the characters and their actors aren't as strong as, say, in the Alien. There's perhaps one or two too many for all of them to get enough screen time to really shine. On the other hand, some are really good, like Kurt Russell's MacReady or Wilford Brimley's Dr. Blair.This is a movie that every fan of horror owes to himself or herself to see at least once. Its special effects are so scary that I actually wouldn't recommend this to anyone who's prone to nightmares. They're not nice to look at, they're not pleasant and under no circumstances should any child ever see this film. It's that frightening, that good at what it does.","
            10/10
            "
"grantss","23 July 2016","A US research station, Antarctica, early-winter 1982. The base is suddenly buzzed and attacked by a helicopter from the nearby Norwegian research station. They appeared to be trying to kill one of the dogs from the US base. Having dealt with the threat, the members of the US team fly to the Norwegian base, only to discover them all dead or missing. They do find the remains of a strange creature the Norwegians burned. The Americans take it to their base and deduce that it an alien life form. After a while it is apparent that the alien can take over and assimilate into other life forms, including humans, and can spread like a virus. This means that anyone at the base could be inhabited by The Thing, and tensions escalate.A horror classic. A well crafted story, directed by horror legend John Carpenter. He builds the plot well, meticulously setting the scene and ramping up the tension with good effect. The period where anyone could be infected / inhabited is particularly suspenseful. Excellent special effects, especially for 1982. Very gory, imaginative and realistic. Some of the images from the movie are quite iconic and will be familiar from pop culture, they've been reused so much.Ending is maybe a bit too ambiguous for my liking. While I don't generally like neat, happy Hollywood endings, this possibly went too much in the opposite direction. A greater degree of closure, or at least an indication of where the story was heading, was in order, I think.Solid performances all round. Kurt Russell is particularly good in the lead role, playing the quick-thinking action hero very well.","
            10/10
            "
"stevelivesey67","17 September 2021","Great story, great characters, great ending that leaves you guessing and special effects that still shock 40 years on. Superb.","
            10/10
            "
"Nightman85","14 January 2006","Another well-loved horror masterpiece from director John Carpenter is this unforgettable re-imagining of the 1951 sci-fi classic The Thing From Another World. Scientists stationed at an outpost on the South Pole are terrorized by a mysterious shape-shifting alien.Themes of paranoia, the unknown, and isolation are very common in the horror/scifi genre and they are well utilized in this film. John Carpenter directs this film with gusto, giving it a terrificly haunting and bleak atmosphere. Ennio Morricone adds all the more to the atmospheric spookiness with his eerie music score. However, the best highlight of The Thing is undoubtedly the awesome special FX of Rob Bottin. Even by today's standards of CGI visual FX, the creature creations of Bottin are truly outstanding. This film was made nearly 25 years ago and still the creepy alien FX of The Thing manage to shock and thrill! An impressive feat indeed.Another highlight is the great cast of the film, the best of which is hero Kurt Russell in one of his most challenging roles.All around, The Thing is a stunning combination of moody atmosphere and out-of-this-world horrors. It remains as one of Carpenter's best films and stands as one of the greatest alien-horror films out there! **** out of ****","
            10/10
            "
"gheremond","3 February 2008","If you 're not reading this comment just to feel assured that there are other people in this world who share your good taste in films, do yourself a favor and watch this movie immediately. This would have probably been the best horror movie ever, if it wasn't for Ridley Scott's masterpiece (Alien). But I would say, ""The Thing"" really gives ""Alien"" a run for its money, we are talking about the cream of the crop of the horror/sci-fi category. It also easily qualifies as one of the best movies ever, regardless of genre. John Carpenter is a master of horror movie-making and here we find him at the pinnacle of his creative powers (although I consider ""Starman"" to be even better, but this isn't a horror film and it's another story). Top-notch performances from the all-male cast across the board, a-grade screen writing, stunning visuals and cinematography, and of course Carpenter's impeccable direction combine into a spellbinding, nightmarish tale of a would-be apocalypse unlike any""thing"" you have seen before. When I first checked to see how ""The Thing"" was doing on the IMDb scoreboard, back in 2001, I was disappointed to see it was hovering somewhere about 5.9 - 6.0. Most of the comments where not very good either, with a few exceptions. I was more than pleased to see this movie gaining more and more appreciation over the years. As I see now, it is among the top 250, with a score above 8.0 and with a good reason: It is certainly one of the greatest horror movies in history, which went under the radar for many years, until it finally achieved the cult status it deserved in the first place.I was about 9 year old when I first watched this movie, late at night on TV - perfect conditions and age group to watch a film like that. Needless to say, I was scared to death! It took a long time until I watched it again, but the way I could remember all key scenes was a sign of the profound impact it had on me as a kid. Right from the haunting title sequence (which I think was later also copied in ""Predator"") to the spectacular gore scenes, to the chilling sense of isolation and impending doom created by the gloomy score. Since then I have re-watched it many many times and I have to admit, it is perfect material for repeated viewing. More than a quarter of a century after its first (failed) release, witnessing the quality of what was supposed to be a b-movie of the 80's really puts most films shot today to shame. The detail and attention that went into the production design is truly amazing. The whole antarctic environment is replicated with tremendous accuracy. You can feel the cold and isolation of this barren white wasteland where the story is taking place and this is pivotal in creating the menacing, paranoia-inducing, claustrophobic atmosphere that permeates the film from start to finish.The story itself is quite unconventional, based on an acclaimed novella from 1938. A team of scientists stationed in Antarctica face an alien life form, found buried in the ice, which upon thawed has the ability to consume other living organisms (including people) and imitate them perfectly. The film concentrates around the fear, mistrust and communication breakdown that ensues between the members of the team, once they realize they are isolated from the outside world, unable to get help and with one or more of them possibly not being human. The way the dynamics of the team is presented and the realistic depiction of their reactions makes the movie transcend its original premise as just a horror/sci-fi film and become something much deeper and profound. I am always amazed by the realistic behavior of each member, despite the unrealistic setup. You see people be afraid and some even break down, but you don't get you regular unstable guy who freaks out and tries to kill everybody. Kurt Russel gives a career-making performance, while the rest of the cast also does an excellent job. All around, a terrific ensemble piece. There is also a large amount of carefully timed quality gore, that is utterly mind-blowing. Rob Bottin, the man mainly responsible for the animatronic (although also Stan Winston was also involved in the animatronic work) and make-up redefined the state of the art of what was possible, producing some of the best gore sequences ever that remain unmatched even today. What's more, these effects are really terrifying because they look and feel real and life-like. CGI is nemesis for a horror movie and ""The Thing"" is living proof that if you plan to shoot even a remotely scary scene, make sure you stick to good old latex and makeup.Special mention should also go to Ennio Moriccone's haunting score. I can't believe it was actually nominated for a Razzie! Morricone produced some extremely effective underscore for the suspense-building scenes of the film, communicating all the paranoia of the isolated team and the otherworldly, alien presence that lurks in dark places, waiting to take hold.Overall, I cannot recommend this movie more strongly. It is a rare combination of unparalleled atmosphere, unconventional story and inspired visuals which has stood the test of time admirably.","
            8/10
            "
"claudio_carvalho","27 September 2020","In Antarctica, in 1982the team of the American Research Center witnesses a Norwegian helicopter hunting down a dog with a sniper. They land nearby the American base, the helicopter blows-up killing the pilot and the Chief Garry (Donald Moffat) kills the Norwegian sniper that is shooting the dog. The American pilot MacReady (Kurt Russel) and the Dr. Blair (A. Wilford Brimley) go the Norwegian base trying to understand what happened and they find the location completely destroyed. They return to the American base with a weird corpse and soon Dr. Blair realizes that the dog is a shape shifter alien that can assume any identity and they do not know who he is in the base.John Carpenter's ""The Thing"" is a remake of the 1951 film. The remake is better and better than the original film. The plot is tense and dark conclusion Is a plus of this magnificent film. My vote is ten.Title (Brazil): ""O Enigma do Outro Mundo"" (""The Riddle of the Another World"")","
            10/10
            "
"mcseph","29 September 2001","I am ashamed to say it, but I have to admit, the first time I saw this film was only about a year ago.  After seeing it, I immediately rushed out and bought the DVD collectors' edition and have watched it many times since.The film is terrific on many levels.  It works as your straight monster or action type film, as a horror/sci-fi and also as a very intriguing look into the human psyche.  The incredible sense of paranoia, mistrust and fear, lent not only by Carpenter's direction (which is stunning) but also by the incredible acting of the cast in general.  Kurt Russell (obviously) is spectacularly understated in the lead role of MacReady, and, as a direct result he ""feels"" like a real person, rather than a hollywood ""all american hero"".  The other cast members all carry off their roles with style, and the net result is an intensely believable atmosphere, and a truly fantastic film.","
            9/10
            "
"drewnes","30 May 2021","I saved the best for last. There is nothing I don't like about this movie. The music, the pacing, the story, the practical effects, the cast, the paranoia, the ending.. I love it all. Kurt Russell is so cool and the creature haunted my dreams when I first saw this, and is still creepy on a rewatch. Sucks that it was not popular when it first came out, because I would've loved to see this in theaters. The Thing might be my favorite horror movie of all time.","
            10/10
            "
"scorfield-51711","31 August 2016","""Trust is a tough thing to come by these days."" The centre-piece of this feature is the bleak, isolated Antarctic landscape in which the story is set, which Carpenter contrasts so effectively from the outset with the claustrophobic confines of the American research base. The latter was built from scratch at the edge of a glacier in Stewart, British Columbia, with the remoteness of the location shoot exemplified by the cast and crew's hair- raising tales of being transported there. Based on John W Campbell's 1938 story 'Who Goes There?', this adaptation is much more faithful to the source material than Howard Hawks' 1951 original version, 'The Thing From Another World'. Thus, it is ironic that much of the criticism levelled at this production when it was released at the box-office was in lambasting Carpenter for creating such a dark and violent vision in comparison to Hawks' treasured original treatment. In fact, Carpenter not only paid homage to Hawks' original in his version, but also in his earlier body of work. In his 1978 breakthrough, it is playing on the TV set where Jamie Lee Curtis is babysitting, while in this feature the video footage the American team watch to learn what their Norwegian counterparts have unearthed consists of clips from Hawks' version. Carpenter's version's poor critical reception was largely based on its gory special effects, with Roger Ebert dismissing it as a 'barf-bag movie', while Hawks' 1951 director, Christian Nyby, wounded Carpenter by caustically commenting: 'If you want blood, go to the slaughterhouse'. It is clear that by wishing to preserve the shape-shifting alien presence of the source material, and thereby avoid the 'man in a costume' horror of his childhood, Carpenter irrevocably tied his film's fortunes to the quality and reception of its special effects. A second upshot of this decision was in handing total creative licence to special makeup effects creator, Rob Bottin. Having cut his teeth the year previously on 'The Howling', this former apprentice to Rick Baker both thrilled and appalled audiences in equal measure with his nightmarish visions. Though a little dated today, these still retain the power to shock, and deserved at least an Academy Award nomination. In spite of Bottin's laudable workmanship, what they did earn at the time was both a notoriety which deflected attention away from the film's strengths, as well as a period of hospitalisation for Bottin out of pure exhaustion. A further critique aimed at this production was a lack of sufficient characterisation, though it could be argued that with a plot so driven by suspicion, the audience's lack of in-depth knowledge of individual characters adds further to the tension. It is clear that the screenplay, penned by the son of Burt Lancaster whose only other screen writing credit was for the light comedies of the 'Bad News Bears' franchise, is as much of a psychological thriller as it is a visceral horror story. As Carpenter himself later commented: 'The paranoia is the glue that holds the movie together'. This is gradually racked up by the director before reaching its apogee in the film's most acclaimed blood-test scene. It is also supported by Ennio Morricone's throbbing baseline soundtrack, which was so unfairly nominated for a 'Razzie'. Many have questioned the plausibility of the actions of the men trapped on the base with this shape-shifting presence, forgetting that the latter's arrival sharpens the level of mistrust and friction which had been building throughout the team's isolation from the wider world. As such, the alien interloper in its desire to survive at all costs is able to exploit the breakdown of discipline as the team's fragile relationship is tested to its limits under siege. The cast give commendable performances in capturing the escalating tension and dread, none more so than Keith David as the volatile 'Childs' whose belligerence surfaces towards Kurt Russell's hirsute, cynical, renegade helicopter pilot as they bid to take control of the beleaguered survivors. It is fitting that these two characters are the only ones left to await the dying of the flames of their razed base uncertain as to whether their enmity is purely on human terms or one biological organism against another. This is another perfect vehicle provided by Carpenter for Russell's ability to deliver an understated but memorable performance in a role turned down by both Nick Nolte and Jeff Bridges. Russell also contributed the final lines of dialogue: 'Why don't we just...wait here a little while...see what happens?' Although now regarded as a cult movie which raised the bar for the horror genre, this production 's failure at the box office marked the last time Carpenter would be entrusted with a major studio, big-budget vehicle, and the virtual end of Lancaster's career, as both were removed from plans to have them bring Stephen King's 'Firestarter' to the big screen. A victim of the timing of its release to audiences warmed to a much more benign vision of alien visitation in blockbuster, 'E.T.', Carpenter's feature has finally accrued the plaudits it deserves.","
            9/10
            "
"zetes","9 March 2008","This stands next to Alien and Invasion of the Body Snatchers '78 as one of the great horror/sci-fi hybrids of the era. The film takes place in an American research base in Antarctica. A Norwegian helicopter chases an escaped sled dog into camp, shooting at it with a rifle. When the shooter wounds one of the Americans, they kill him in self-defense. It's probably not the smartest move, seeing as how insanely the Norwegians were trying to kill it, but the Americans take the dog in. Little do they know it's not a dog at all, but an alien life form mimicking a dog. Soon it reveals its true form  kind of  and is burned to death. Unfortunately, it's a crafty organism and has likely infected one or more of the men. But how could you know? It's a perfect mimic, pretty much undetectable until it's too late. The film features some of the best special effects of its time  they have not dated a bit, and are every bit as creepy and nasty as they were in 1982. The monster, when it reveals itself, is a true Lovecraftian thing that takes on all kinds of forms, probably an amalgam of the different organisms it has mimicked over its lifetime. Put the monster aside, though, and there's this great, intense study of paranoia. ""Nobody trusts anybody"" as star Kurt Russell puts it. Reminiscent of perhaps The Big Sleep, if you closely scrutinize the series of events, the plot makes no sense. There's no conceivable way the persons who eventually end up as the thing could have become it. But this lack of logic itself is part of why the movie is so horrifying. You never can tell who is or who is not an alien. Carpenter wisely never lets the audience see anything. Kudos to him for that. And also kudos to him for including two black characters who don't die in the first ten minutes of the movie, an almost unheard of feat for an African American person in a 1980s (or '90s or even '00s) horror movie! A masterpiece of the genre.","
            10/10
            "
"onewhoseesme","17 May 2011","This is one of the classic Guy films. Horror sci fi as it was meant to be - a real story with good acting. Giving us something missing from almost all horror movies - depth and character. Providing a much needed respite from the cardboard cut outs pasted and slashed throughout, that have been filling the genre for decades. Which has given this style of movie-making it's well deserved reputation and status - of being both Invalid and Not Art. Though John Carpenter himself has been one of the staunchest purveyors of such ilk, it is my humble opinion that he did well with this one, and maybe two others.One of the best uses of curious as a tool, it lures you in a bit unexpectedly with a somewhat whimsical, almost playful beginning. Rich in atmosphere, while stark in landscape - you find yourself as intrigued by the people as you are the monster. The remoteness of the region gives a true sense of the isolation of the real life McMurdo Sound Naval Station (as it was called when I was in the Navy) which is on the very southern tip of Ross Island in the Antarctic, and is the portal for all things going to the South Pole. I think now it's simply known as McMurdo Station, with the story taking place at a small satellite station outside (probably fictional), as McMurdo is mentioned in the film.Kurt Russell who started acting as a kid when I was a kid has never taken Hollywood too seriously, which I've always thought was pretty cool. He's done his share of trash films over the years, but there's been a handful of roles that have more than demonstrated his caliber as one of our great actors. His version of Wyatt Earp is by far the most recognized and almost as good as George C. Scott's Patton. I said almost. He's the center of a strong cast of seasoned actors with many recognizable faces and solid performances. I watched it last night with a good friend who had never seen it, and it was just as good as when I first saw it in the theater - almost 30 yeeeaaars ago. Add it to your library, you'll watch it many times . .","
            10/10
            "
"NateWatchesCoolMovies","27 October 2015","No horror movie brings you quite the icy, venereal chill of John Carpenter's The Thing. It's an undisputed horror classic that has lived on since it's slightly anticlimactic, ill received release back in the 80's (people didn't know a good fright flick when they saw it back then, I guess). Nevertheless, it's a heart stopping odyssey of ambient antarctic unease, sickening, squirm inducing practical effects, and a veil of impending danger and paranoia that blankets both the characters and the viewer, like the thick drifts of snow that blanket the screen to gorgeous effect. The story by now is timeless: a team of antarctic researchers in a remote location come across a gigantic spacecraft buried in the tundra, and unearth a grotesque, frozen creature that upon being thawed, wreaks havoc on them and their facility. It's an imitator, this monster, and can hide in plain sight, within the flesh and blood of any one of their crew. This gives way to extreme distrust, mental unraveling and mutiny as it turns them against one another. For me there's nothing quite as iconic as the opening: Ennio Morricone's ominous, rhythmical score kicks in as we see two hysterical Norwegians in a helicopter, Chasing a dog across the frozen terrain. It's one of the most dazzling, evocative entrances to a fright flick ever filmed. Kurt Russell, in his whiskered, macho glory plays Macready, the head of the team. Russell is always solid, especially in genre stuff, and he's almost as distinct and iconic here as his Snake Plissken character. T.K. Carter, Donald Moffat, Keith David Wilford Brimley and more round out the rest of the team, and I won't mention standouts because they're all just fantastic and each play their part to a T. A huge highlight is the gruesome creature effects. When the it tries to imitate something and messes up, the result is a grossly misshapen slab of slimy nondescript gore, guaranteed to freak and gross you out in equal measures. I won't spoil anything with specifics, but the dog kennel and defibrillator scenes are time capsule worthy and should be shown in special effects makeup schools as a shining example. Carpenter pulls off the second absolutely flawless horror movie of his career with this one, not an easy feat, especially in this genre. All the parts fit together perfectly, resulting in as chilling sci fi horror for the ages.","
            10/10
            "
"azathothpwiggins","28 May 2020","Director John Carpenter's THE THING has lost none of its impact over the years. The groundbreaking practical effects set the standard for all ""monster horror"" films of the 1980's and beyond. In addition, the isolation, the barren, frozen surroundings, and the all-male cast, including Kurt Russell, Keith David, and Wilford Brimley, make the setting more like a prison than an Antarctic outpost. Cooped up together for months in this small, dull space, would be enough to drive anyone crazy. Then, add in the most dangerous creature ever to land on Earth, and all bets are off!The ensuing paranoia and terror find fertile ground in the minds of these men. When they should be banding together to face the threat, they are torn apart by something among them... in them... as them.From the classic opening, with the dog and that minimalist score, we know we're in for something different. Many critics hated this movie when it came out, probably because it was such a bold departure from the original movie. Some have since repented.The aforementioned effects, complete with insane, impossible creations in goo and slime, were certainly overlooked by the shortsighted. For fans, this is the True North of all practical FX movies. Carpenter's masterpiece...","
            10/10
            "
"bensonmum2","17 August 2005","A helicopter chases a husky across the frozen landscape of Antarctica. The two Norwegians chasing the dog seem intent on killing it. The dog makes a bee-line for the American science station in what appears to be an attempt to seek safety. But is that really the dog's purpose? The Americans discover the dog's true mission only after it's too late.I'm almost embarrassed to admit that I hadn't seen The Thing since its initial theatrical run. Because so much of the movie had slowly slipped from my memory, I have never placed it on a ""favorites"" list (until now). In fact, I had forgotten more of the movie than I remembered. I can promise that I won't wait another 23 years for my third viewing. The Thing is a no-holds-barred journey though some of the best that sci-fi, horror, and action have to offer. The movie never lets up and rarely gives the viewer a chance to catch a breath.If you haven't seen this movie in a while (as I hadn't), the special effects will surely have stuck with you. They're gross, disturbing, and an excellent argument against the overuse of CGI in horror movies. Rob Bottin should have won an Academy Award for his special effects work on The Thing.But it takes more than effects and gore to make a ""good"" movie. It's the interaction between the characters and their real feelings of mistrust that elevates The Thing to the lofty status it has achieved. These are men who have worked together in extremely close quarters with little outside contact. Trust is important in this kind of atmosphere. But when it becomes clear that there may be a problem with various members of the group, they're quick to turn on one another to save their own necks. The paranoia is fascinating to watch.As far as I'm concerned, The Thing's ending is perfect. Too many movies attempt to spoon-feed viewers the answer to every question raised in the movie. The Thing leaves you with as many questions as it does answers. Good call, Carpenter!I only have one minor quibble with the movie and it's based as much on my recent viewing of The Thing from Another World as anything. Try as I might, I can't help compare the two movies. I would have really appreciated a better opportunity in The Thing to get to know who these men are. The characters can be described as paper thin. The 1951 movie was more character driven, and as a result, I cared more for the characters.","
            10/10
            "
"lost-in-limbo","18 February 2006","At a remote Antarctic research station a twelve-man American research party encounter some crazy Norwegians chasing a dog near their campsite. After shooting one of their team members, the Norwegian is shot dead. Trying to discover what made them turn out like this they head to their station, but instead they find something of unknown origin slightly burned up outside in the snow. They bring it back to find out that it's some sort of alien form that's fused together human parts. After more research into it they find out it was buried in the ice for centuries and that it's an aggressive shape-shifter. Soon enough it starts imitating the inhabitants of the base. Causing strained tension and hostile confrontations as everyone starts to turn on each other.Halloween might have been my first John Carpenter experience, but it was this one, which blew me away and got me really into the horror genre. ""The Thing"" used to always get played on late night TV and I never missed the opportunity to sit up and watch it. I always believed that it's the best time to watch this cult classic and on this occasion I did the same again, but I had to watch it on DVD this time around. Since this basically bombed at the box-office, because of the bad timing of its released. With it coming out straight after 'ET'. Pretty much it was suicide. But gradually over the years this has deservedly become a cult favourite through video amongst horror and Sci-Fi fans. The film still holds up remarkably well today and surely was unfairly dismissed when it came out. Also the poster artwork for the film is one of the best I've seen. Carpenter was on a great trot at the time and definitely was at his pinnacle, with such films like 'Escape from New York', 'The Fog', 'Halloween' and 'Assault on Precinct 13' coming before it.'The Thing' is a experimental remake of Howard Hawk's 'The Thing from another World', but instead Carpenter was far more faithful to John W. Campbell's story ""Who goes there"", by getting the alien to conceal itself inside it's victim and never seeing the being in its natural form. Compared with the walking vegetable that had a striking resemblance to Frankenstein in Hawk's version. It's hard not to compare the two, with each one having a stronger point over the other, but for me I have to go with the '82' version. Anyhow, I just gotta say I love the burning imprint of the film's title in the opening. That scene alone sends chills down my spine and tells you what's to come.The story is far from groundbreaking, but the same can't be said about Rob Bottin's daring make-up effects, which simply are astoundingly revolting. Even today they still hold a huge amount of impact in creating a horrific vibe. Really, these grotesque monster effects are incredibly menacing and freaky, but heck these creations are ugly. The gore is worked in rather nicely, with enough blood splatter involved. Like I said the story isn't something out of the ordinary, but the paranoia part of it is beautifully constructed. This is helped by a well diverse group of moody characters that start losing it slowly and Carpenter turns up the notch by seemingly tightening the confines, where the feel of isolation and tension is sustained to the very end. I thought the ambiguity of the conclusion was fitting enough to the overall context. Claustrophobic brilliance on Carpenter's part. Even the story can be class a metaphor about trust and how it's not so easy to come by now. Carpenter creates a very sombre and downbeat atmosphere that goes very well with the cold conditions of the setting. Underneath it all it has an apocalyptic awe about it, where it looks like there's nothing anybody can do about this concealed being. What complements the chilling feel of dread is Ennio Morricone's throbbing score that's simply sublime in awe. The score packs a real unsteadiness and showers the flick with such vigorousness. Pretty much it does alienate you to what's happening on screen.The performances are reasonably solid, though nothing really to write home about. Kurt Russell is perfect as the lead figure and his charismatic presence proves it. The rest are nothing more than pawns in this game of control. They do seem a little bit more one-dimensional, but still they give such raw performances that add more to the realism factor. Also the chemistry between the men is quite believable. Although, one thing that kept on bugging me, was why they would go off alone when that creature is on the loose. Although that helped on the red herrings and crackling suspense. Where the film stumbles a bit, can be found on the script. The characters were more full and dialogue less stilted, in Howard's film. That's were I thought ""The Thing from another World"" really had the wood over ""The Thing"". It built more on the characters. But saying that there was enough suspense built up and sardonic wit in the dialog here. The heated dialog did really warmed up proceedings. The production design is perfect in every inch. From the assured cinematography with many neat angle shots to the creepy, but authentic looking station and its dark and freezing corridors. Another thing to touch a nerve were the echoing sound effects, with the gusty wind making a big impression and the eerie howling from the thing just makes your hairs stand up. Carpenter's ace direction manages to mix gruesome images with psychological elements to achieve an sensational viewing that makes you grab hold of anyone/anything tightly and leaves you with some memorable sequences fresh in mind.A definite Horror / Sci-Fi milestone. Sure it isn't flawless, but it's crafted with a passion to shock, but also compel. Although it's the innovative effects, which will make sure that it's remembered for many years to come.","
            10/10
            "
"acidburn-10","3 January 2023","'The Thing' is a remake of the 1951 flick 'The Thing from Another World' and this must be if not one of the ultimate sci-fi horror classics. The movie is an intense monster feature directed by legendary horror director John Carpenter that's presented in a paranoid infused landscape of isolation and horrific sights with production drenched in an eerie foreboding atmosphere that's felt throughout its runtime.The plot follows an American research team stationed in Antarctica as they come across a disturbing discovery of a shape shifting alien being that starts to kill of the crew and assume their appearance of each victim.The real star of this flick are the outstanding special effects and the mind-blowing creature design that's wonderfully convincing as it goes from grotesque to disturbing with a wild array of morbid transformations that are genuinely unsettling and detailed to perfection. Everything works in this flick with the claustrophobic shots, the stunning landscapes and the incredible atmosphere that creates a thick ambiance, as well as the compelling mystery which is perfectly paced and keeps you guessing as to who has been consumed by the creature. The haunting original score by music legend Ennio Morricone perfectly reflects the paranoid delusion that's so well crafted on the screen and beautifully the synth scores with John Carpenters stylish filmmaking.The cast here are stellar with Kurt Russell taking on the lead role of RJ MacReady and of course being no stranger to John Carpenter's distinct style, he's fantastic in this role, deadly serious and extremely charismatic with that cool deadpan manner he commands your attention and truly shines in this iconic role. The movie's ensemble cast is what allows this movie to thrive thanks to the excellent characters. The standouts are Wilford Brimley as Dr Blair, Keith Davids as the cool and hot-tempered Childs, Donald Moffat as Garry, T. K Carter as the cook Nauls and Richard Dysart as Dr Cooper, this cast really does a remarkable job with the material as they each inject a sense of ambiguity to their roles.Overall 'The Thing' is just a pure masterpiece through and through, a true gem for any fans of horror and YES this is John Carpenter's finest movie of his directional career.","
            10/10
            "
"trnjamesbond","18 February 2010","I vote this movie ten out of ten because of the great cast and also the great suspenseful creepy feel of the film the whole deep undertones of the score of the movie keeps you very interested in whats going to happen next every time I watch it. You can tell that Mr. Carpenter had his heart and soul imposed in this tale of great suspense and horror. He was a genius when it came to that. Really wish movies were made like this today instead of props they use CGI which is hollow and see through, especially in lighted scenes CGI looks totally fake but in this film the special effects were so real looking that it still amazes me today. Kurt Russel is so spectacular in this movie I just want to keep watching.You could really tell that there was chemistry on the set between the actors in this film. A perfect combination of great talent great directing and great film work. I always love revisiting this horror classic remake of the original black and white film. Has so much more power than the original because back then Hollywood was so afraid of the world and as I watch old films that are in black and white it's almost as though they dumb down the audiences even though they were much smarter than they thought. Hollywood was different back then they couldn't do anything remotely bold on screen back then because of being afraid it would get banned. Well in this version Hollywood has evolved thanks to movies like the Exorcist,Texas Chainsaw Massacre and Alien. They have become much more liberal.That's the reason why this film works so well, it's because Mr. Carpenter took a movie and did the things that the original directors couldn't do like add gore and more abstract ideas because back then they couldn't. Another reason why it works is because it's a great story to tell, just ask the question what would you do in this situation stranded in the middle of nowhere being attacked by an organism that adapts to everything it touches. That's what makes this classic retelling so good it's just a movie that has a simple idea and let's the paranoia grow in your mind. Knowing that if the thing touches you your life is going to be mimicked into something that you do not know. I will always love this version don't care about future remakes won't watch it because they will just fill it with CGI and actors from popular teen dramas that's all Hollywood cares about now is how popular the actors are. They don't care about real story telling anymore all they care about is money and popularity. Screw that I'll stick with the classics until they realize what people like and crave so screw Hollywood they don't know how to make pictures anymore it's not about the art it's about cheap thrown together remakes and what makes a quick buck screw'em I'll just keep watching these great masterpieces when they still loved to make a great movie and put their heart and soul into it.","
            10/10
            "
"Dr_Coulardeau","3 August 2008","This film is a sort of Matrix for many modern films about aliens. It has antecedents for sure but they did not have enough special effects and big enough budgets enabling them not to show the zipper in the back of the monsters. The original element is the location: the Antarctica. A place that has been re-used since by a certain Predator when he met with some Aliens of a more recent generation. There, if an alien life form that can penetrate any living organism and take it over completely appears it can disrupt any human group so much that they will self destroy in order to destroy the alien thing forgetting that anyway the alien form can survive even centuries of glaciation because it is not human or animal and hence it is not even sensitive to cold. The alien is always the winner and it will sooner or later manage to learn how to be patient, penetrate a living organism and stay rampant in it long enough to be taken to real society, to millions of people concentrated in small areas That's the idea of the film. And it ends the way it has to end. Two apparently human beings are still alive. One is contaminated, probably not two, but they are going to die of cold in their human form, their human organism. Carpenter even makes one black and the other white and the circumstances he uses makes the black one dubious, suspicious, whereas the white one seems to be the normal one, but who really knows? The alien or aliens will go dormant in the cold, in hibernation. There is no escape, no end. Our human world is bound to be taken over not by more intelligent beings but by biologically more advanced life forms. And we may wonder if our intelligence will be enough to compensate for the handicap.Dr Jacques COULARDEAU, University Paris Dauphine, University Paris 1 Pantheon Sorbonne & University Versailles Saint Quentin en Yvelines","
            9/10
            "
"zardoz-13","15 October 2011","Anybody who knows anything about horror director John Carpenter knows how much he idolizes not only Howard Hawks but also the 1951 sci-fi chiller ""The Thing from Another World"" about an alien that tangles with a group of scientists who accidentally thaw out the creature out. Unlike the Hawks produced original, Carpenter and writer Bill Lancaster went back to the premise of John W. Campbell, Jr.,'s novella ""Who Goes There?"" (1938) where the creature impersonates various member of the colony while they struggle to destroy it. No, this horror movie is not for the squeamish. The eponymous monster is a slimy, creepy, critter that imitates the physical characteristics of anybody that it consumes. ""The Thing"" is the best film that John Carpenter ever directed and probably his most expensive. Rob Boktin's creatures are hair-raising, and the scene when the guy gets his arms bitten off at the elbow while he is administers CPR to a dying man is terrific. This tense, humorless, all-male yarn takes place in Antartica in 1982 and opens with a Norwegian chopper pursuing a Husky across the snow-swept terrain. The dog manages to reach another community of scientist before they can kill it and the Americans kill the insane, trigger-happy Norwegian. In other words, the dog survives and is taken in. Before long things start to happen. Kurt Russell stars a MacReedy, a rough and tough helicopter pilot who nurses Jack Daniels throughout the movie and wears a hilarious Yosemite Sam Stetson. Not to be missed. Lots of suspenseful situations.","
            10/10
            "
