"Usernames","Reviewer_Date","Reviewer_Content","Rating"
"rtsdynamite","28 July 2022","Spirited Away contains a great cluster of creativity. The characters and ideas are mostly original and the core design which is the main character's (Chihiro) coming of age tale, completes with satisfaction. Yet the film feels familiar. It shares the same magic that Disney's older pieces contain and it is executed with a Japanese approach which does make it different but it has the same purpose. Which is to simply encourage younger audiences into being brave and so on.That cluster of creativity also becomes a bit mindless when random things keep happening, there is absolutely no consistency with anything. Details are introduced and have next to no meaning, other than expanding the lore. The mysteries that are wrapped up in the opening scenes unwrap cluttered and without defining details. Im not completely in the directors head and i feel as if some things just happened for the fun of it. I was expecting a layered story with the exceptionally high rating, with every detail having depth and meaning. Without spoiling the film, greed is frowned upon and im sure that capitalism is questioned, with the abandoned old themepark reflecting the loss of the old era. Little things such as Bo having to become small to become a bigger and better being, with him able to stand as a result are things to take away from the film.I do however, simply believe that the West has blown this movie above its true level. Yes it is original, yes it has qualities but apart from its unique characters 'Spirited Away' is not a special film for me. Perhaps i am being too critical or perhaps i am just disregarding the 2001 release date which may bring some exceptional credit to it, of which i am not aware. I have seen cartoon films before and i have seen anime's, yes this is a perfect combination of the 2 for children. I really enjoyed some of the characters but felt the story came short but perhaps i have set the bar too high in a film made for children. 8/10.","
            10/10
            "
"DanLawson146","26 April 2020","POSITIVES:.There are shots in this film that deserve to be framed and put on your wall
.Chihiro's relationship with No Face pulls at the heart strings (especially the bath tokens scene)
.Chihiro's character journey from immature, spoilt brat to mature, strong woman is greatNEGATIVES:.From the incredible critical acclaim this film has I'm sure there are very deep themes but I clearly missed them
.Chihiro is very annoying at the start of the film and her parents are awful!
.The best plot twists are when the evidence had already been seen, just not pieced together. The twist in this film that Haku is really a river that saved Chihiro when she was a little girl comes out of absolutely nowhere and that is not a good plot twist
.Chihiro gets extreme prejudice in the bath house because she is human but plenty of other characters appear to be human but get no hate?","
            5/10
            "
"Foxbarking","2 May 2005","This movie is an outstanding piece of artwork. I hadn't heard much about it when it was first released. Being a huge Oscar fan, I was surprised when it took home the award for best animated film. At that point, knew nothing about it.After reading a little more and seeing some commercials, I still wasn't sure whether or not I wanted to see this film. It looked so surreal in an ""Alice in Wonderland"" sort of way. I had never been a big fan of that film and didn't really want to relive such an idea. Mindbending films have never been my absolute favorites.I went to see ""Spirited Away"" with a friend who was into anime. He hadn't heard much about it either, but was interested in seeing it in the theater. Since it had won the Academy Award, I decided it was a good idea to give it a shot.I am so glad I did. Only a very few times in my life have a I seen a movie as brilliant as this. It stands alone with such masterpieces like ""Citizen Kane,"" ""Vertigo,"" ""The Godfather"" and any other classic piece of cinema in history.I won't go into too much detail, but I was spellbound from the opening credits until the closing ones. The story starts out so rough and scary, but becomes a work of happiness and beauty. To think that this movie almost didn't get made is a travesty. It will stand the test of time and go out as one of the greatest films ever made.","
            7/10
            "
"Matti-Man","24 January 2005","That ""Spirited Away"" is a masterpiece would seem to any sane person to be beyond dispute. This is the first of Miyazaki's films I've seen and had it recommended to me by a friend who's into anime. I'm really not keen on Manga at all, so I delayed seeing ""Spirited Away"" for a few months. I finally got around to seeing the subtitled version - never, never waste your time with dubbed versions of foreign movies - over the weekend and I loved every frame of it. The imagination and creativity blew me away and I'd put the film alongside other ""children's"" masterpieces like ""The Lion, The Witch and the Wardrobe"", Philip Pullman's ""His Dark Materials"" trilogy and Ray Bradbury's poetic ""Something Wicked this Way Comes""..However, in reading through the other comments for ""Spirited Away"" here I was struck by the huge chasm between the views of those who love the film and (the appropriately small minority of) those who don't.Even more striking is the strident hostility of those who don't like the film towards those who do. Critics here have called fans of the movie, ""liars to yourselves"", ""gushing"", ""flat-out wrong"" and the movie itself, ""inane"", ""unwatchable bilge"", ""muddled"", ""nonsensical"", ""gibberish"".Now I'd be scratching my head in puzzlement even if these commentators had blandly stated that this film wasn't for them, but this outpouring of venom had me completely perplexed.Another viewer states, ""The girl basically had to suffer for something even her parents didn't do wrong, they just wanted to explore things."" And here lies a glimpse of some possible explanations of why some folks don't get this movie. The whole point is the parents *did* do something wrong. They greedily ate food that wasn't theirs. Apart from being just plain rude, it's stealing. As another commentator here pointed out, you have to look at ""Spirited Away"" against the context of the culture that produced it. The Japanese are very concerned about the erosion of their traditional values, the lack of respect kids have for their elders, the breakdown of family cohesion and other ""negative"" ""Western"" influences on their traditional, polite, family-oriented culture. Perhaps we in the West have trouble with the concepts in ""Spirited Away"" because the influences that the Japanese audiences fear are the Western ""values"" that are being thrust upon them, values that we've grown up with and forgotten how to fear.Another critic commented ""I cannot see why this film is such a masterpiece to some people ... (though) my brother and I had a few good laughs, especially when Sen runs down the stairs and smacks into the wall. That was pretty funny, I must say."" This made me think back to when The Simpsons first started on TV - my daughter was three years old and she thought the funniest joke ever was when Maggie fell over. Now my daughter's a (very bright) 14 year old and these days it's the razor sharp satire of dysfunctional family life that makes her laugh out loud. QED. If someone isn't sensitive to the morals that are being examined in this film, then of course the film is going to seem pointless. However, as the film plainly does have more than one good point to make, perhaps it's just that these critics aren't capable of grasping any of them.But really guys (and you know who you are) don't take your frustration at not understanding ""Spirited Away"" out on those of us who do. It's not our fault you don't get it.","
            8/10
            "
"kraley","4 October 2002","Good morning. Last night I was able to catch the Disney US Release of Spirited Away ( originally The Spiriting Away of Sen and Chihiro). This is another  Disney purchase of a Japanese hit. For those that don't know, Disney has a nasty habit of importing titles from Japan and then changing the story when dubbing films or creatively editing the endings or plot to ""suit American audiences"". Personally I think that's a travesty. So  whenever you go see the Disney release of a foreign film, realize the film you are watching may not be the 'same film' the rest of the world sees.OK, that aside, was it a good film? I deliberately did no research before seeing this film as I prefer to go into films with little or no expectations. All I knew was that the film was directed and written by Hayao Miyazaki, the same man responsible for Princess Mononoke ( a film released a few years back that I also enjoyed). In the case of Spirited away, I'm glad I did not know what I was getting myself into, otherwise I might not have come (and surprisingly, not for the reasons you likely assume).The film concerns a young girl and her parents who find an odd tunnel in the side of a hill while moving to their new home. Upon investigating the tunnel, they find a strange ""theme park"" on the other side devoid of inhabitants. Upon investigating the theme park, things are obviously very ""wrong"" (at least to the little girl- her parents seem woefully oblivious) and as it gets closer to sunset, things just get worse. Unfortunately, this is all the plot I am able to reveal without spoiling the uniqueness of this film.This is an 'adult-oriented' movie. It has some rather disturbing images and ranks among the weirdest films I have seen in my life. It's a bizarre amalgam of Wizard of Oz,The Neverending Story, Alice in Wonderland, My Friend Totoro, Chitty Chitty Bang Bang and The City of Lost Children (just to name a few). This film is interesting from beginning to end even though the plot advances rather slowly. There is always some new thing to see or some truly bizarre thing to witness. The animation is above average but not as impressive as Mononoke (and even features several gratuitous CGI sequences).There is a great story and some great humor. I laughed more in this film than I have at any Hollywood 'comedy' in the last 5 years (and Spirited Away is not a comedy, it just has several good comedic breaks). No nudity. No Profanity. No 'gratuitous' violence. Some rather disturbing scenes of characters getting eaten alive (and some threats thereof) but even the eaten characters return unharmed later in the film.This is not really a 'family film' (and definitely NOT a ""kiddee film"") but it is something you can take the whole family to. Smaller children will not understand the story, but they'll like the visuals and enjoy the humor. Mid-teens might be a bit ""weirded out"" by the subject matter and the visuals and older teens and adults may be too jaded by American cinema to enjoy the film for what it is- a lavish fairytale from a foreign country. This film runs about 2 hours so leave the ""kidney-buster"" sodas at the snack bar. If you have to take a bathroom break, you WILL miss something and I assure you no friend nor helpful audience member will likely be able to adequately convey what it is you DID just miss.If you enjoy Anime or the bizarre, make an effort to see this film. Even if you don't normally like ""cartoon movies"", you might give this one a chance. It is not a 'casual moviegoer' film by any means and does rely on some thought from the audience to enjoy it. It will also likely be the oddest film you'll see this decade and you'll be sure to remember this film long after all the other 'disposable movies' have faded from your recollection. This film is receiving almost no advertising. I didn't even know it existed until I saw the poster tucked away in a corner at the theatre earlier this week. I hope Disney puts a little more effort into advertising this film's release because it is truly an original film and worthy of a large audience. Hopefully positive word-of-mouth will get this film the attendance it deserves.","
            10/10
            "
"minimeltheminx","11 October 2004","I really enjoyed this film-everything about it glows and shines in a gentle luminosity. This film, if you have seen some of Miyazaki's other work, is quite light. The characters are beautifully and lovingly created and the colouring and setting of this film is absolutely superb. This is a beautiful little film and I can't wait for the next feature from Hayao Miyazaki-he is better than Walt Disney.Miyazaki blends the characters and the environment very well together, and I can see that this would be enjoyed for people at many different levels. Miyazaki enjoys creating female heroines and I was pleased that Chihiro lived up to the expression and beauty of her predecessors-like Nausicaa from the Valley of the Wind. This is beautiful and I would advise anyone to take a look at it's scope and serenity, along with it's fast paced plot and of course, the dreamlike settings that make it truly wonderful.","
            10/10
            "
"TheLittleSongbird","5 April 2010","I love Studio Ghibli, and Spirited Away is one of my favourite films from the studio. This is coming from someone who was delighted by Howl's Moving Castle, blown away by Princess Mononoke, emotionally devastated by Grave of the Fireflies and touched by the simplicity of The Cat Returns all but to name a few. Spirited Away is a mystical, charming and truly enchanting animated fantasy, even with the long length and some slow moments. The animation is absolutely stunning, both the hand drawn visuals and the CGI graphics give an ethereal charm to the film. The characters move more than convincingly and the colours are beautiful. The music is also outstanding, I loved the simplicity of the piano and the drama of the more dramatic parts. The story is a pleasure, I know people have complained of some loose ends, but it is an original, touching and charming one I feel. I also loved the characters. Chihiro, voiced with real enthusiasm by Daveigh Chase, is sulky to begin with, but she is also brave and resourceful, traits I like in young heroines. Lin is kind and sympathetic, and Susan Egan who was also in Porco Rosso was unusually sensitive as the character. Jason Marsden is charming as Haku, and Suzanne Pleshette is perfect as the grotesque Yubaba and as her sister Zeniba. Overall, I loved Spirited Away, it is really charming. 10/10 Bethany Cox","
            4/10
            "
"elpresidente-4","15 June 2020","I've been hearing good things about this movie for years and finally decided to watch it, but I didn't quite understood it. There are things that I liked, like the expressive way the main character was drawn, the overall color palette and backgrounds, maybe some points for the original setting, but with that, I can't think of what else good to say. From all the things I've heard I expected the movie to be very emotional, yet I failed to notice such thing. I had seen the black character with the mask used in memes on the internet so much, that I expected he would play a really important part in the story, but in the end he was nothing special. The story really confused me, some elements didn't make much sense to me, and the ending was pretty rushed, like they ran out of money and had to complete the movie fast. I don't know, maybe I have to study Japanese philosophy and symbolism to understand what is happening. Don't get me wrong, I kinda enjoyed the movie, I just wish it made more sense. It sort of reminded me of the movie ""labyrinth"", but that movie has a very good structure and story, and you always know what is going on and why. In conclusion, I think the movie would be appreciated more by children.","
            5/10
            "
"classicsoncall","15 August 2012","Quite often I'll use the IMDb reviews and ratings to recommend a film, and that was the case here. With a ranking in the Top #50 as I write this I was anticipating something really special but was left somewhat disillusioned when it was all over. Probably the biggest disappointment for me was the lack of a coherent story line, or more specifically, the way the story veered off in completely different directions as if it was being written while the filming was already in progress. Story continuity seemed unimportant, one such example would be Master Haku's insistence with Chihiro that she must persist in getting a job from Kamajii the Boiler Man and refuse to take no for an answer. Failing to do so so would put her in jeopardy with Yubaba, but Kamajii simply recommends that Chihiro request a job from Yubaba directly, which she does.There's also the instance when Chihiro, now Sen, recognizes the bloody dragon serpent as Haku. How did she know that, and more importantly, how does the viewer come to that same conclusion, other than Sen's say so? There was enough of this kind of stuff to bother me in terms of effective story telling.I would surmise that Japanese anime is directed specifically at teenagers and young adults, and that's OK, just as it was back in the Fifties and Sixties with the explosion of monster films a la Mothra, Rodan and Godzilla. But to elevate ""Spirited Away"" to the level of masterpiece as some would suggest is carrying things a bit far to my mind. Perhaps in terms of technical achievement, one would have a point. The film is beautifully made and quite colorful, and some of the concepts seem original like the bathhouse for the spirits, but overall I was left unimpressed. Perhaps this is an acquired taste or maybe I'm too old to appreciate the genre, but this film didn't really do it for me. But you know what, I watched ""Grave of the Fireflies"" and I thought that was more thoughtful and insightful, so I'm not closed minded about the whole thing. I guess I'll have to try some other titles to see what works for me.","
            5/10
            "
"Sleepin_Dragon","2 July 2023","I'd class myself as a casual viewer, someone who's trying to broaden my horizon of movies, anime is perhaps not kryptonite, I can appreciate them, I don't often enjoy them.Spirited Away however, is one of the best animations I've ever seen, there's an incredible imagination behind this, a deep and complex story, mixed in with some tremendous visuals.I did have to read a few articles regarding the plot about forty minutes in, as I had a fair idea, vhr couldn't quite work out all that was going on, however as it developed it certainly opened up, the latter stages definitely seemed to make more sense, but if you struggle with the first twenty minutes or so, my advice is to stick with it.Best of all for me, the visuals, I thought this film even after two decades, looks absolutely incredible, it's a beautiful film. I thought the music was terrific too, totally in keeping with the spirit and vibe of the film.I watched this with English subbing, and the voiceover actors did a fine job. I was advised to watch it in its original format, but I was missing too much of the wonderful animation.Every time I watch an anime I seem to enjoy, this one was up a notch however, this is a film I've tried to encourage others to watch.8/10.","
            10/10
            "
"WeAreLive","30 March 2020","Chihiro and her parents are moving to a small Japanese town in the countryside, much to Chihiro's dismay. On the way to their new home, Chihiro's father makes a wrong turn and drives down a lonely one-lane road which dead-ends in front of a tunnel. Her parents decide to stop the car and explore the area. They go through the tunnel and find an abandoned amusement park on the other side, with its own little town. When her parents see a restaurant with great-smelling food but no staff, they decide to eat and pay later. However, Chihiro refuses to eat and decides to explore the theme park a bit more. She meets a boy named Haku who tells her that Chihiro and her parents are in danger, and they must leave immediately. She runs to the restaurant and finds that her parents have turned into pigs. In addition, the theme park turns out to be a town inhabited by demons, spirits, and evil gods. At the center of the town is a bathhouse where these creatures go to relax. The owner of the bathhouse is the evil witch Yubaba, who is intent on keeping all trespassers as captive workers, including Chihiro. Chihiro must rely on Haku to save her parents in hopes of returning to their world.I watched this film twice once when I was 11 and just recently on netflix and what can i say it was a ride of fun.The characters are likeable, the visuals were good too.Overall it is a good movie recommended to both kids and adults.","
            5/10
            "
