"Usernames","Reviewer_Date","Reviewer_Content","Rating"
"shawneofthedead","7 November 2014","Not many directors have the clout of Christopher Nolan. Most of them receive notes from their fretting studios: suggestions (or demands) to change plot points or highlight certain characters/actors, which must be adhered to for contractual or financial reasons. With huge, intelligent blockbuster successes like the Dark Knight franchise and Inception, Nolan has deservedly won carte blanche from Warner Bros. for Interstellar - he gets garguantan sums of money and complete autonomy to realise his artistic vision. In effect, he's making an indie movie on a blockbuster scale. Ironically, this lack of oversight might be just what keeps Interstellar - a very good, occasionally brilliant foray into the furthest reaches of our galaxy and beyond - from greatness.Cooper (Matthew McConaughey), a former pilot and engineer, is now reluctantly scraping together a living as a farmer on a starving Earth. With sandstorms swirling and food supplies dwindling by the day, it doesn't seem likely that Cooper's children, stoic Tom and inquisitive Murphy, will have much of a world left to inherit when they grow up. While investigating a ""ghost"" in Murphy's bedroom, Cooper deciphers a message that brings him to a top-secret NASA base. Once there, Cooper learns from his former mentor, Dr Brand (Michael Caine), that NASA is looking for solutions to Earth's crisis in other galaxies. A recently-opened wormhole has given NASA and its scientists access to a whole new galaxy of planets. Brand appeals to Cooper to pilot the final and most important mission: to determine whether any of three identified planets can truly host human life. But it's a journey from which Cooper might never return - one that will take him away from his kids and everything he has ever known and loved.That's not even the half of it – Nolan's narrative is a sprawling, ambitious one that asks heavy metaphysical questions about the position and role of humanity in the universe, filtered through the prism of a father and daughter whose bond transcends time and space. It's shot through with complex scientific theories about wormholes and time travel courtesy of theoretical physicist Kip Thorne (who served as a consultant on the film). Indeed, much of Interstellar plays with such philosophical gravity that one can't help wondering if it's simply too deep a subject to be effectively communicated in a movie that must also create emotional stakes and real characters.Clocking in at almost three hours, Interstellar pulses with intelligence and occasional bursts of brilliance. The science and emotion of its story works best on each planet they manage to visit, with Nolan crafting some chillingly smart sci-fi moments amidst the human drama experienced by Cooper's crew. As badly as Cooper wants to save enough fuel to make the return trip home, Amelia Brand (Anne Hathaway) has both professional and personal stakes in visiting the planet that's furthest away from the wormhole. They trade hope for time, the minutes they use to hunt for salvation translating into the loss of decades with their loved ones. The film is at its best when the members of the Endurance - including David Gyasi's Romilly and Wes Bentley's Doyle - confront one another, and establish contact (or fail to do so) with the scouting teams that preceded them through the wormhole.But Interstellar also suffers from a bloated and faintly silly final act. The science of it may be well-founded (who knows, after all, what miraculous answers really do lie within a black hole?) and the concept very cool, but it doesn't quite translate as such. Instead, the film hyper-blasts itself into a oddly cheerful (and confusing) ending that feels purely fictional and not at all scientific. There's no denying, either, that Nolan could have carved half an hour or more out of Interstellar without losing any of its narrative or emotional density. Instead, many scenes unfold in an almost obstinately languid fashion, including a moment when Cooper is left gasping for oxygen on the icy terrain of an alien planet. It's pretty evident, too, that Nolan really wanted to make sure his audiences knew how little greenscreen he used to make the film; for no other discernible reason, his camera lingers in extreme close-up - and far too often - on the exterior shells of the various spacecrafts designed for the film.Nolan can afford the best when it comes to his cast as well, and it shows. McConaughey anchors the film with a gravitas and tenderness quite unknown before his career McConnaissance, and he's ably supported by a steely Hathaway, whose character, just like the film she's in, blends cold, pragmatic science with a churning wealth of emotion. Jessica Chastain and Matt Damon, in roles perhaps best left unspecified to avoid any explicit spoilers, are excellent too - the former radiates quite enough warmth and intelligence to make us believe that she can save the world, and the latter admirably treads in morally grey areas to good effect.For months before its release, Nolan kept Interstellar firmly under wraps. Everyone speculated that it would be a game-changer - a sci- fi blockbuster as thrilling and thought-provoking as it is entertaining. In some ways, that's true of the final product: Nolan's film is brave, brainy film-making, and it looks absolutely spectacular. But, on closer examination, Interstellar loses some of its gloss and varnish - and beneath it all lies an unwieldy script that meanders a little too long and wastes a little too much of the big, breathtaking ideas that underpin its story.","
            10/10
            "
"michaelRokeefe","8 November 2014","Christopher Nolan directs an enthralling space odyssey, co-written with his brother Jonathan. This movie lives up to the hype and is one not to be missed. The earth is chocking as it is a starving Dirt Bowl. The future is dim as farmers are producing less and less to feed the population. Cooper(Matthew McConaughey)is a former test pilot and widower raising two children, fifteen year old Tom(Timothee Chalamet) and ten year old Murph(Mackenzie Foy), who is suspended from school for fighting. She refuses to believe the school books being right, saying the Apollo missions were faked in order to bankrupt Russia's space program.Cooper and daughter stumble across the remnants of the believed to be defunct NASA, where Professor Brand(Michael Caine) convinces Cooper he is the only one to command a mission to be launched into space in search of a new planet that can sustain life. The flight must enter a wormhole that will warp time, but allow a crew to rescue data from explorers, who preceded them. A member of Cooper's mission is Brand's daughter(Anne Hathaway). Deep on the mind of Cooper's daughter is the fact that if and when her father makes it back to earth, he will be the same age or older than her due to the time warp.No little green men, no aliens in sight. There are a couple of highly intelligent computerized robots, so to speak. Visually awesome and enhanced by Hans Zimmer's score. McConaughey seems driven and invested. Young Miss Foy is very watchable. And Jessica Chastain is excellent in the role of the adult Murph. Also in the cast: John Lithgow, Wes Bently, Matt Damon, William Devane, Casey Affleck and Ellen Burstyn. Plus the voices of Bill Irwin and Josh Stewart. INTERSTELLAR is stellar!","
            10/10
            "
"fontenlabrador","17 April 2019","All is amazing. I can't describe anything. It's a film that leads you to think about yourself and your plans in your life. I am a real series/movies' lover and... This was awesome.","
            10/10
            "
"pipoulefr","5 November 2014","I have been a cinema lover for years, read a lot of reviews on IMDb and everywhere, and never found the right movie to write my first review. I always thought I would wait for THE movie.And this is IT!When I first heard that Nolan was preparing a sci-fi movie, I felt like a kid again, waiting for his Christmas gift under the tree. I knew it would become a classic. And I'm sure it will.First of all, it is incredibly beautiful to watch. Honestly, it was so beautiful that I felt like I was sucked into the movie. The way Nolan decided to show some scenes really remind me of 2001 A Space Odyssey (actually many things will probably remind you of this movie). We can feel the talent of Christopher Nolan, just by looking at the way it is filmed. The techniques he used contribute to create that visual environment in a believable way.The sound environment is just mesmerizing. It is a very important part of the movie, because some scenes take place in space, and Noland just found the right way to use sound. The soundtrack (made by the great Hans Zimmer) is breathtaking, epic, amazing, unreal. I could find a lot more adjectives to qualify it, but you have to hear it to understand how epic they are. These two important parts (image and sound) create a stunning atmosphere. You will forget you are in a movie theater, and you will be lost in space, sucked into the adventures of this new Space Odyssey, begging for more. It is a truly unique experience. I can say that I have never felt something like that in a movie theater (at least not for the past ten years).Then, of course, the cast. First of all, Matthew McConaughey. I discovered this actor in Tropic Thunder, but he didn't really convince me, though he was quite funny. Then I saw Dallas Buyers Club. Since that movie, I love him. In this movie... Well, he is the movie. I exaggerate a bit, since there are other great actors (some even unexpected with a special guest) who play extremely well. But he is just what was needed to feel the human part of the story (which is very important in Interstellar). He is capable of making us feel so many different emotions all along the story, as a father, as a human. Anne Hathaway was very convincing, all together the actors managed to create some harmony, which makes the human interactions credible. Caine, Chastaing and Affleck are a perfect choice. And then there is... The special guest, I will call him ""X"". His role, which could be seen as a minor role, is actually much more important than that. He proves, once again, that he is a great actor. Watch and see.And finally, the scenario/story. I won't spoil anything here; I'll just try to convince you how great it is. Nolan is known to revolutionize everything when he tries a new genre in cinema. Well, once again he did it. With The Dark Knight he revolutionized the superhero genre. With Interstellar he's revolutionizing the sci-fi genre in cinema. From what I heard, he worked with a physicist (in gravitational physics and astrophysics) to help him with that movie. And we can feel and see it. During the fifties, Asimov laid the foundations of modern science fiction. Lucas and Kubrick did the same in cinema. Today, Nolan is laying the new foundations of the genre in cinema, proving that cinema is still at the beginning of what can be done (brace yourselves my friends, we have not seen anything yet). Why? Well, simply because we only know a few things about space, some things can't be proved for the moment, so we can use theory, and make the best of it. That is exactly what Nolan did. He used theories that exist today, and made a movie about mankind, about pioneers, about humanity, about us.Because, in spite of all the sci-fi aspect, it is a story about humanity. McConaughey, Hathaway, and mainly ""X"", will managed to convince you about that.My rating for this movie can only be a 10, because in itself, it is a beginning for a new kind of cinema. It IS a classic. Those who say ""we can't compare this movie to 2001 Space Odyssey, nor can we compare Nolan to Kubrick"" are wrong. We can, and we should. Talented people don't live only in the past, some genius live today, among us. And Nolan is one of them. Many say that he is overrated. I truly don't think so. Only time will answer that.This is the sci-fi movie of the decade, and probably the best movie Nolan ever made. Just go for it, without a second thought.","
            10/10
            "
"Pjtaylor-96-138044","12 May 2018","'Interstellar (2014)' is a space-epic that feels remarkably intimate and emotionally resonant while also being sweeping in scope and visually stunning. The mixture of earthy textures and sleek sci-fi aesthetics makes for an interesting visual juxtaposition between the two sets of characters. While its third act does get a little existential and abstract, the narrative reasoning behind it and scientific integrity leading up to it allows for constant believability. This film never fails to have an impact on me, it is truly breathtaking work. In fact, it is one of my favourite pictures of all time. 10/10","
            10/10
            "
"millert1409","5 November 2014","'Interstellar' was incredible. The visuals, the score, the acting, were all amazing. The plot is definitely one of the most original I've seen in a while. Most of the critic reviews have said that some bits are a little too unbelievable, but I have to disagree. Yes, there were some parts that were definitely in the ""fi"" part of sci-fi. But the thing is, 'Interstellar' deals with concepts that we know very little about. We have no idea what the 4th or 5th dimension is like, or what it would be like to go through a wormhole or a black hole. I don't think it's fair to call something unbelievable, when we have absolutely no idea what WOULD be believable in those circumstances. Either way, excellent writing from the Nolan brothers. The visuals were outstanding, and will no doubt be nominated for an Oscar. The performances were excellent, though nothing Oscar worthy, as is the case with most of Nolan's films ('The Dark Knight' being the obvious exception). Hans Zimmer's score was amazing and blended perfectly with the film. All in all, 'Interstellar' is an excellent movie, which I personally think is Nolan's most beautiful film to date.","
            8/10
            "
"goobernatz","19 January 2023","I've probably watched this movie for the 10th time and wanted to watch it with my mum this time. Every time I cry in this movie. I'm 31 years old and I fall for it everytime. Probably one of the most beautiful movies ive ever seen in my life. Mathew and anne put on the performances of their lives while engaging the audience at every corner in the movie. 3 hours is a long time for a movie to run for yet by the end of the credits your yearning for more and wishing it wasn't ending. This still ranks as one of the best movies I've ever seen and I don't think that will change anytime soon. Special, enthralling, epic and just perfect in every way.","
            10/10
            "
"classicsoncall","15 November 2014","Uh-oh, here I go again. The movie's out, what, a week or so as I write this, and IMDb voters have it ranked the 11th best movie of all time!!?? If there's justice in a rational world this would never happen. But it's not a rational world anymore now, is it, when an MIT professor can be found on tape explaining how the President's signature health care law was built on lies and deceit, and the media isn't even interested in covering the story.I could rant on but what's the point. I guess if your name is Nolan, any movie that comes out with the director's fingerprints on it will be hailed as monumental. I don't have a beef with Nolan personally, I think he makes some visually fantastic films (this is one to be sure), but most of the time I think the hype precedes the product and then everyone else falls in line singing the praises.Case in point - ""Interstellar"". Nominally a sci-fi thriller, the picture devolves into something of a time travel anomaly that leaves the viewer scratching their head when hero Cooper (Matthew McConaughey) finds himself on the wrong side of the bookshelves in one of the picture's pivotal moments. I'm sitting there thinking 'this is what I came to see the movie for'? I'm not even going to start on Coop's selection to save the planet just by showing up at Professor Brand's (Michael Caine) facility. Which by the way, didn't it start out as some shack in the desert? When we get a tour of the place, it's got NASA central looking like a global conglomerate.Speaking of which, how is it NASA's still around for this massive undertaking to repatriate all of Earth's citizens to another planet? Unless I'm mistaken, NASA's primary goal now is Muslim outreach and all the best and brightest brains have farmed out. My head is starting to hurt.It was a small theater crowd last night, and I usually don't do this, but since a gentleman ahead of me held the door as I filed out, I asked him what he thought of the movie. His exact words were ""That was a piece of excrement"", only he used the more colloquially popular term for excrement. I wouldn't go that far, but if one hour in the wormhole equals seven years of Earth time, you're going to get old real fast trying to understand this picture.","
            6/10
            "
"gstards","4 November 2014","Love is the one thing that transcends time and space... New creation of Christopher Nolan's genius, whose name is now known to everyone. His films are waiting with a special look, because it offers something that every day, unfortunately, less and less can be found in the world of mass cinema - an interesting spectacle, filled with meaning, ideas and emotions. At this time, Christopher decided to send us not to the world of dreams, and even not on the dark streets of Gotham City. No, now he send us to the journey to, and perhaps beyond the boundaries of the possible and impossible, through the curvature of space and time, in other worlds. And you won't forget this trip, this can be assured. I was madly waiting for Interstellar's release. And then, finally, I was able to see this Beauty - at the premiere in my coutry on October, 29. It was incredibly exciting. It was a delight. It was unforgettable. It was gorgeous. Nolan once again amazes the viewer's imagination by his painting. Journey to the brink of infinity, the line where humanity has never set, acts as either the first-born purpose and a background of emotional history about the father and the daughter. A loving father who mankind need to help, but that he should leave his children, and a loving daughter who doesn't want to let her dad in the infinity darkness. Starting from the very first frame and ending with the closing credits, a new picture of Nolan will absorb you completely, forcing stare at the screen during the whole action, because it's all so exciting and interesting that escape becomes physically impossible. No, this three hours won't fly quickly for you. You'll feel every emotion, every event, every character. You will not look how the main characters travel through the universe, because the movie experience in this film is so excellent that you will be on board of ""Endurance"" starship and travel between the worlds with the main characters by yourself.The emotional core of this story is the relationship of Matthew McConaughey's character and his daughter - Mackenzie Foy' and Jessica Chastain' character. And the acting work of these three artists in ""Interstellar"" impress the most. McConaughey was acting really great, and this is one of the most emotional, if not the most emotional role of his life. All the drama and tragedy of the relationship of father and daughter in this film will not leave anyone indifferent. Anne Hathaway, Wes Bentley, Michael Caine, Casey Affleck, Ellen Burstyn and other actors also coped with their roles and presented the film's supporting characters very realistic. I would particularly like to note a small but important in this story role of Matt Damon, a character who has received quite memorable. If we talk about the characters, it should be noted also two robots that accompanied our heroes in this difficult journey. One of them adds a touch of humor in the film, which mitigates constantly depressing, dramatic, and sometimes really dark atmosphere.The script of the film is very well combined the history of space exploration and the relationship between Cooper and Murph. The story is complex and complicated, is based on real scientific theories by Kip Thorne, and indeed contains a reference to the ""Space Odyssey"" and other sci-fi pictures. This story about true love, about loyalty, forgiveness, fraud, hard decisions, and much more. And it is designed so that leaves a lot of room for the imagination of the viewer. It's also possible to notice some structure allusion to another Nolan's work - Inception. The story and visuals are combined just perfectly in Interstellar.Hans Zimmer's score, written by him on the basis of only one letter from Nolan, hold the key: ""Once we become parents, we can't help but look at ourselves through the eyes of our children"", deserves a special praise. On this basis, Hans managed to write just incredible soundtrack that perfectly harmonizes with the history and the visual side of the picture. And this work of the composer is really different from the previous ones. It is executed in a different style from another subject in its base. Very impressive work, which will be pleasantly listened again and separate from the film itself. Visual range of the picture is incredibly beautiful and circuses. The ""Endurance"" itself, new worlds, insanely beautiful and mysterious space, wormholes, black holes, and travel through them, folds of time and space are arranged so that is simply breathtaking. I would like to thank all those who contributed to the creation of a visual of this film. It must be seen. That mastery with which this is done, not just words. In the visual pattern also has some references to the Kubrick's ""Odyssey"", and they are pleasing to the eye.Many thanks to Christopher Nolan for having given us such an incredible movie, which once again proved to us that the cinema is Nolan's life. ""Interstellar"" is a film that wins the hearts of the audience not only with its sci-fi splendor, but also an emotional story that lies at its very heart. This film is not only about the discoveries, space exploration and the final frontier of mankind, but also about the relationship of father and daughter, who were in a difficult situation in life when one has to leave the other in the name of a goal that can not be underestimated. So, with what Nolan's genius unfolds before us this action is beyond praise. Combining the story, filled with not only real science fiction, but the true human values ​​and emotions, outstanding and very emotional performances, breathtaking visuals, epic and dramatic soundtrack, Christopher Nolan breathed the life into this film by his directing to create something truly masterpiece again. ""Do Not Go Gentle Into That Good Night... Rage, Rage Against The Dying Of The Light.""","
            10/10
            "
"breadandhammers","7 September 2020","Going against the grain, yet again. Am I the only one that was extremely distracted by plot holes, an inexplicable ""love will save the day"" ending, and Matthew McConaughey's fake tan? Alright so Matthew McConaughey is an ex spaceship pilot, stumbles upon NASA cuz, you guys, the government is evil now, is recruited for a mission to save the planet by finding another planet to colonize. Plan A is to evacuate Earth and move to that planet. That plan (SPOILERS!) is a sham. The real plan is Plan B, which is to repopulate the new planet with embryos. So is Anne Hathaway going to give birth to a hundred babies? How exactly is that going to work? They save Matt Damon. He turns out to be evil and loyal to Plan B. Sets about his own doom by ignoring all warning signs that his airlock is not secure (seriously?!). Anne Hathaway and Matthew McConaughey set sail for another planet. But Matthew McConaughey goes rogue and gets sucked into a black hole. The power of love transports him to his daughter's bedroom (?) - but IN THE PAST YOU GUYS, and he sends messages with Morse Code. Apparently transferring all of the data he's learned about...something or another...through Morse Code (that's one heck of a compression scheme), which allows his daughter to save humanity. He then gets saved from the black hole (?). Reunites with daughter on Saturn (?). And sets up the premise for the sequel. The plot isn't so much twisting and turning as it is just convulsing and flatlining. I didn't really care about any of the characters - actually Matt Damon was the most interesting. The film takes literally an hour to get to space (just c'mon already!). And by the point that the The Power of Love intervenes, I was just sitting in my chair quietly laughing. Gravity was way better.","
            5/10
            "
"framptonhollis","29 August 2015","This is a movie with plenty of things going for it. Great performances, incredible visual effects, an interesting story, and tons of really cool concepts, which make for a few genuinely powerful scenes, However, that doesn't make it the flawless masterpiece of cinematic genius everybody is labeling it as. There are tons of people giving this movie 10/10 ratings, leading to a user rating of 8.7, and it is now #29 on the IMDb top 250. WOW! That is a lot of praise! On the top 250, ""Interstellar"" is above ""Casablanca"", ""Raiders of the Lost Ark"", ""Psycho"", ""Apocalypse Now"", and ""CITIZEN KANE""! According to the users on IMDb, this movie's better than ""Citizen Kane"", which has been known as possibly the greatest film of all time!Is is better than ""Citizen Kane""? No, not even close. The film is full of flaws, the biggest being the runtime. I may never see this movie again because of how long it felt! It feels like a lot of scenes are unneeded, and were made just so the movie could be longer, because Christopher Nolan wanted to make it seem really epic. I'm sure if Nolan cut a huge chunk of the movie out, it would've been better. A film by Nolan that is better than this one is ""The Dark Knight"", which has a somewhat long runtime, but it feels way shorter than it's runtime, and is extremely entertaining throughout. ""Interstellar"" is so long that it starts to really drag on and, at times, I began to just zone out.The film is also a bit too dramatic. The dialogue about how ""love conquers all"" seemed very unnecessarily corny, as well as a few other select scenes in the movie. However, some sequences were quite powerful, especially the ending, which, actually, was kind of creepy. The concept of time was very prominent throughout the film, and it lead to some pretty creative and powerful sequences.Overall, the film is recommended, but you should be warned that this movie was LOOOOOOOONG!!!!!!","
            8/10
            "
"cosmo_tiger","16 November 2014","""We're still pioneers. We've barely begun. Our greatest accomplishments cannot be behind us because our destiny lies above us."" Mankind has finally used up all of Earth's resources and it has become a dying planet. When Cooper (McConaughey) and his daughter stumble upon a secret outpost that contains the remnants of NASA they are told of the seriousness of the problem facing humanity. Cooper is a former astronaut and is given the responsibility of traveling into space to find a habitable planet for the human race. I have been writing these little reviews for almost 5 years now and for the most part I have found it easy to talk about every movie. This one I can't seem to find the right words for. The reason has less to do with my vocabulary and more to do with the awesomeness of the movie. There are some movies that words just cannot do justice to. The last one I felt that way about was The Passion Of The Christ. This is a movie you want to tell everyone about but no matter what you say it's just not enough. I loved Gravity and this was 1,000 times better. Overall, really nothing I can say about this movie other than watch it. Christopher Nolan is a genius. I easily give this an A+","
            10/10
            "
"rubenm","11 November 2014","So, did I get this right? The essence of time-space relativity is that you're able to see a younger version of yourself from behind a bookcase, and shout in vain that you shouldn't do what you're about to do? Yes, that's how silly this movie is. 'Interstellar' is supposed to be a film exploring Einstein's relativity theory. It shows how space travelers enter a 'wormhole' to find new planets where they can find a future for mankind, which is suffering from heat, drought and hunger on planet Earth. By doing so, they enter a parallel time frame where one hour equals seven years on earth. The problem is that the film is tackling this subject in such a clumsy way that it makes you laugh rather than anything else. Take the robots that assist the space travelers during their voyage through time and space. Are we really to believe that thinking computers in the future would take the form of clunky metal boxes, assembled in such a way that they can walk on two legs? I would suppose an intelligent operating system for a smart phone or iPad would be much more convenient. In that respect, 'Her' was much more realistic. I could go on. How about a top scientist saying things like: 'Only love transcends time and space, so why don't we put our trust in that?' Or how about handing the command of the space ship that's supposed to save the human race to a farmer who finds the secret launching pad by coincidence? And how about the only woman in the crew being in love with another space traveler who is lost somewhere on another planet? Apart from this, there are several other things about this film I didn't like. The over-the-top soundtrack, filled with some sort of church organ music. The artificial dialogues, mostly intended to explain unexplainable things. The numerous melodramatic and tear-jerking scenes. The subtle message that love is superior to science. The countless scenes of the space ship shuddering and rattling, as if it were a Boeing flying through a patch of turbulence. I had hoped this big budget production by a talented director like Christopher Nolan could appeal to non sci-fi fans like me. But I was disappointed.","
            6/10
            "
"planktonrules","22 February 2015","The first 80-90% of ""Interstellar"" I absolutely loved and was prepared to give this movie a 10. Sadly, the ending inexplicably had an ending that didn't make a lot of sense and only seemed there in order to tack on a nice Hollywood ending and wrap everything up perfectly. It's sad, but apparently the public embraced this sort of ending...so who am I to complain?!As for the film, there are a bazillion reviews so I will be brief. The film has incredible special effects and is a film best seen in the movie theater. On a HUGE screen at home, it would still lose something. Like the wonderful ""Gravity"", it just needs the big screen...trust me with this. The story is exceptional and offers many wonderful twists (up until the disappointing ending that is) and there are a lot of wonderful performances. Overall, the good certainly outweighs the bad and it's a film to see. But as for me, an ending with more sadness and vagueness would have been okay.","
            6/10
            "
"3xHCCH","6 November 2014","The Earth in the near future is a shell of what it used to be. The plant life is dying. The very soil that used to sustain it is destroying it. There are some underground efforts headed by Prof. Brand (Michael Caine) called Lazarus to find an alternative world to settle in somewhere out there in the vast reaches of space. Three such potential worlds have been found beyond a black hole near Saturn.Cooper (Matthew McConaughey) is a retired NASA engineer who had been chosen to pilot this effort to seek out and investigate these alternative planets. Despite the stiff objections of his 10-year old daughter Murphy (Mackenzie Foy), he accepts the mission and lifted off together with his crew of three scientists, Amelia (Anne Hathaway), Doyle (Wes Bentley) and Romilly (David Gyasi). From there, we are brought on an unparalleled adventure of space, time and humanity by a master who is probably the most mentally-challenging writer and director in the film industry today, Christopher Nolan. Front and center in this spectacular sci-fi film is the timeless bond between a father and his daughter. The poetic story he has written is multi- layered and emotional, despite its scientific jargon and bleak settings.As with his other projects, Nolan works with some of the best technical talents, many of whom are award-winners in their fields. Everyone on this team are guaranteed at least Oscar nominations for their work in this film, and they may in fact all actually win.Film editor Lee Smith, sound engineers Gregg Landaker and Gary Rizzo and musical scorer Hans Zimmer together effectively create excitement and drama. The cinematography of Hoyte van Hoytema is breathtaking especially in those wide landscape shots, both on earth and on those other planets. The visual effects are innovative as ever, particularly in the third act where a whole new dimension was created. Production designer Nathan Crowley had some nifty ideas for his futuristic props. The circular design of the mother ship Endurance was beautiful in its symmetry. The designs of the robotic sidekicks TARS and CASE are in no way similar those in Star Wars. Matthew McConaughey continues his streak of acting excellence which was just capped by an Oscar earlier this year. Michael Caine was as good as he could be expected to be. However, I found his final speech too garbled to be understood well, and it contained an important plot point. Anne Hathaway's role is a bit of a puzzle for me. While she was actually managed to be credible as a scientist, she had a rather cheesy monologue that seemed out of place when it was delivered.Three talented actresses portray the character of Murphy Cooper at different ages: Mackenzie Foy, Jessica Chastain and Ellen Burstyn. Foy goes way beyond what she was required to do in her two previous hit films the ""Breaking Dawn"" films and ""The Conjuring"". Chastain is such a riveting presence as ever, and it was good to see her again after her long break after ""Zero Dark Thirty"" and ""Mama."". Oscar winner Burstyn's singular big scene made me tear up.In the second hour, I was surprised to see a special, heretofore uncredited, big name guest star portray one of the pioneer Lazarus astronauts, Dr. Mann. This was more than a mere cameo appearance, as his character had a critical role to play in one of the many twisting episodes of this story.From ""Memento"", then ""The Prestige"" to ""Inception"", Nolan had gone for the extremes in terms of plot development. His work is not always easily comprehended on first watch. They are thought-provoking and demanding in terms of a viewer's patience and concentration. ""Interstellar"" joins this stellar list, and we are brought to yet another dimension of time and space. 10/10.","
            10/10
            "
"Balthazar-5","13 November 2014","Though I am not a Bat-person, and do not wish to become one, I have admired Christopher Nolan for his early films and 'Inception', though, with the exception of 'Insomnia', I always regarded them as, in the immortal words of Andrew Sarris 'less than meets the eye'. I do not like to call films pretentious, but with 'Memento' and 'Inception' the word certainly came to mind. They seemed shallow pretending to be deep.The same is, in my opinion, certainly true of 'Interstellar'. Yes, it carries you along for a ride, and yes the special effects are great, and yes, it might give us pause to think what will, in fact, be the destiny of our species. But, my dear Mr Nolan, surely you must realise that our species will not survive by planting American flags on distant planets. And, like 'Gravity' before it, the search for a happy ending has totally destroyed any shred of credibility of what might have gone before. The image of Cooper floating around Saturn without his spaceship, waiting to be picked up by a passing probe (just before his oxygen runs out, of course) is so ridiculous that if Stanley Kubrick were to be told that it is a respectful reference to the 'starchild' at the end of '2001', he'd punch you in the nose. 'Interstellar' - for all of its attempts to incorporate relativistic time dilation and very clever (I do not use that word in a derogatory sense) visual representation of multi-dimensional string theory towards the end, is void of any real cultural insight.The film simply extends 'The Wizard of Oz' into the space age and decides at the end that there is really somewhere better than home. It is TOSH! Great films tell us something memorable about the human condition, or the nature of cinema itself. This film, for all its quotes from Dylan Thomas does neither. It is for people who think that the word 'awesome' has some profound meaning and not, as is the case, an excuse for not finding a more appropriate and restrained reaction. Any suggestion that it deserves a Best Picture Oscar is a sad comment on the way that those awards have become debased in recent years.","
            9/10
            "
"lavaside-60237","6 July 2023","This movie requires blind faith in theoretical physics as much as religion requires blind faith.And I'm not talking mainstream blind faith - I'm talking Mormon/Scientology levels of blind faith.The best one can do is just watch it as a film, and not get caught up in the science, or lack there of.As a film, they spend WAY too much time with the family in the beginning. Time that should have been dedicated to the actual space travel.A very slow burn, but the acting is great.A serious lack of explanation for things they want you to swallow for the story to make sense.I give it a one time watch value of 7; with a rewatch value of 4.Together - a 6.Decent, but the hype around this film makes no sense; almost as much as the 'science' involved.","
            8/10
            "
"A_Different_Drummer","23 January 2015","Not so much film as much as strange milestone for Hollywood.With A-List stars and a final running length of about 3 hours.This in an age where Hollywood is so desperate for profit and fast turnover that even TV shows have more commercials and less content.How is this possible? Easy answer: Nolan Brothers. Look in a mirror, say those names 7 times quickly, the Hollywood Rule Book disappears.The bizarre length effectively gives the viewer not one but three entirely separate movies joined only by the title.This reviewer in particular was gob-smacked by the first movie, effectively from the beginning until the space flight, and wanted to jump to an alternate universe where the whole movie took place in that small town, post-apocalyptic setting. With the dust. And stray drones. And the school teachers who taught that the trip to the moon was just propaganda.I cannot over-emphasize how strange this is. Even though that was not the point of the film, I suggest the production company unintentionally created (in that first hour) the best sci-fi future-world ambiance in the history of film; and, unaware of what they had accidentally done, they just moved on.BTW, a number of futurists have said that in the early part of the 21st century the odds favor at least one major volcano going ""super,"" or blowing for extended days or weeks. This will place ash/dust in the air will will cover the planet. Until this film, I never saw the image of what this might look like. Now I know. Wow.) The second film is like every Star Trek film you have ever seen, but by way of Stanley Kubrick. Not bad, but nowhere near as much fun as the first portion, Another really really cool thing is the robot that resembles one of those ladder kits you buy at Home Depot, that can form a variety of shapes. Ultra cool.Until you finally get to the third and final movie (or Act) which is meant to have profound spiritual implications but in reality only works if you have been paying careful attention for the first two and a half hours. Which is itself a strange contradiction.But the whole film is full of contradictions. There is an Epilogue too (following the unstated theme of three Acts and an Epilogue). It is fun, it is moving, it connects with the viewer, and it makes no sense at all. There are plot holes in the Epilogue that you could lose a Black Hole in. Joke intended.So, there you go, one of the oddest and most contradictory films of all time.Oh, don't even bother trying to figure out how a society that can develop AI to a degree beyond anything ever seen in film before (the Costco ladder people) still has teachers that dispute the Moon Landing and doctors who can't deal with a cough.As I keep saying, a very strange movie.But a very powerful one*** REVIEW UPDATED OCT 2016****Greetings from the year 2016. For those reading this from the far future when everyone who wishes it has instant access to the IMDb database, probably beamed right into the cortex, I am updating my review with this addenda: I confess I missed the point of the film on first viewing. After all, this is a Nolan Bros 3 hr opus which, sadly, never really achieved a proper audience and now is more or less lost to time, much like the characters in the story. On second viewing, I ""got"" that this is basically a love story set against a sci-fi backdrop. The love of a father for his daughter, the growth of Man to a new dimensional experience where love itself is quantifiable - these are amazing concepts and this is an amazing movie.","
            3/10
            "
